t (s);sp (cm)
157;10
157,0459755;10
157,091951;10
157,1508198;10
157,2147416;10
157,2863833;10
157,367338;10
157,4601385;10
157,5683316;10
157,6971861;10
157,854878;10
158;10
158,053314;10
158,1066281;10
158,1749334;10
158,2500908;10
158,335822;10
158,4347054;10
158,5509946;10
158,690996;10
158,8647498;10
159;10
159,047005;10
159,0940101;10
159,1552438;10
159,2218061;10
159,2967466;10
159,3818384;10
159,479971;10
159,5952381;10
159,7338263;10
159,9055235;10
160;10
160,0520157;10
160,1040314;10
160,1723295;10
160,2472121;10
160,3326451;10
160,4311318;10
160,5468931;10
160,6861608;10
160,8588473;10
161;10
161,0522439;10
161,1044878;10
161,1728442;10
161,2478345;10
161,3333973;10
161,4320534;10
161,5480408;10
161,6876225;10
161,8607656;10
162;10
162,0566337;10
162,1132674;10
162,1878422;10
162,2702731;10
162,3654224;10
162,4766151;10
162,6096074;10
162,7732121;10
163;10
163,057932;10
163,115864;10
163,1905882;10
163,2734695;10
163,3691468;10
163,4810515;10
163,6150203;10
163,7800302;10
164;10
164,0533052;10
164,1066103;10
164,1751458;10
164,250542;10
164,3365848;10
164,4358701;10
164,5526975;10
164,693447;10
164,8682906;10
165;10
165,0565195;10
165,113039;10
165,1876982;10
165,2701915;10
165,3654304;10
165,4767395;10
165,6098926;10
165,7737282;10
166;10
166,0579837;10
166,1159673;10
166,190791;10
166,2737883;10
166,3696177;10
166,4817235;10
166,6159694;10
166,7813782;10
167;10
167,0664283;10
167,1328565;10
167,2197513;10
167,317542;10
167,432996;10
167,5716641;10
167,7435358;10
167,9649073;10
168;10
168,0615502;10
168,1231003;10
168,1983024;10
168,2825145;10
168,3797622;10
168,493789;10
168,6306765;10
168,7999026;10
169;10
169,2950841;10
169,6919917;10
170;10
170,0638768;10
170,1277537;10
170,2144141;10
170,3112802;10
170,425644;10
170,5627641;10
170,7324025;10
170,9503583;10
171;10
171,2482083;10
171,6966907;10
172;10
172,0627363;10
172,1254726;10
172,2120242;10
172,3084751;10
172,4223482;10
172,5587735;10
172,7274113;10
172,9438401;10
173;10
173,0665156;10
173,1330312;10
173,2200009;10
173,317894;10
173,4334841;10
173,5723409;10
173,7444869;10
173,9662778;10
174;10
174,0710407;10
174,1420813;10
174,2295529;10
174,3291972;10
174,4468711;10
174,5886953;10
174,7651418;10
175;10
175,065554;10
175,131108;10
175,2179723;10
175,3154977;10
175,4306504;10
175,5688866;10
175,7401358;10
175,9605537;10
176;10
176,1972315;10
176,6554725;10
177;10
177,0545634;10
177,1091268;10
177,183682;10
177,265626;10
177,3602412;10
177,4707053;10
177,6027024;10
177,7648768;10
177,9715342;10
178;10
178,0722099;10
178,1444198;10
178,2319717;10
178,3320198;10
178,450163;10
178,5926616;10
178,7700871;10
179;10
179,0653857;10
179,1307715;10
179,2175525;10
179,3149454;10
179,4299264;10
179,5679235;10
179,7388261;10
179,9587145;10
180;10
180,0693429;10
180,1386858;10
180,2258887;10
180,3247875;10
180,4415569;10
180,5820964;10
180,7566767;10
181;10
181,0657028;10
181,1314055;10
181,21819;10
181,3156709;10
181,4307498;10
181,5688878;10
181,7399931;10
181,9601918;10
182;10
182,0558834;10
182,1117669;10
182,1805501;10
182,2567419;10
182,3437016;10
182,4441966;10
182,5626413;10
182,7056451;10
182,8837817;10
183;10
183,0561216;10
183,1122432;10
183,1868245;10
183,2691466;10
183,3641793;10
183,4752122;10
183,6079862;10
183,7712769;10
184;10
184,0665923;10
184,1331845;10
184,2199719;10
184,3176927;10
184,4330365;10
184,5715566;10
184,7432118;10
184,9642528;10
185;10
185,0613031;10
185,1226062;10
185,197636;10
185,2816089;10
185,3785516;10
185,4921714;10
185,6284964;10
185,7969087;10
186;10
186,0573809;10
186,1147618;10
186,1893933;10
186,2720524;10
186,3674643;10
186,4790123;10
186,6124913;10
186,7767962;10
187;10
187,0578027;10
187,1156054;10
187,1902486;10
187,2730155;10
187,3685476;10
187,4802593;10
187,6139624;10
187,77859;10
188;10
188,0577454;10
188,1154907;10
188,1901007;10
188,2728198;10
188,3682913;10
188,4799224;10
188,6135146;10
188,7779828;10
189;10
189,0532377;10
189,1064753;10
189,1748529;10
189,25007;10
189,3358827;10
189,4348704;10
189,5512993;10
189,6914949;10
189,8655313;10
190;10
190,0520253;10
190,1040506;10
190,1722854;10
190,247104;10
190,3324532;10
190,430832;10
190,546449;10
190,6855165;10
190,857912;10
191;10
191,0649917;10
191,1299835;10
191,2163523;10
191,3132068;10
191,4274678;10
191,56447;10
191,7339297;10
191,9516162;10
192;10
192,0542763;10
192,1085525;10
192,1769283;10
192,2523581;10
192,3383998;10
192,4376929;10
192,5545285;10
192,69529;10
192,8701511;10
193;10
193,0562529;10
193,1125059;10
193,1868052;10
193,2688623;10
193,3635344;10
193,4740945;10
193,6062178;10
193,768575;10
193,9755077;10
194;10
194,0583976;10
194,1167952;10
194,1854595;10
194,2620518;10
194,3494152;10
194,4504577;10
194,5696321;10
194,7136568;10
194,8932887;10
195;10
195,0556627;10
195,1113254;10
195,1854968;10
195,2672876;10
195,3616377;10
195,4717671;10
195,6033008;10
195,7648122;10
195,9704684;10
196;10
196,0573758;10
196,1147515;10
196,1832597;10
196,259473;10
196,3463908;10
196,4468462;10
196,5652339;10
196,7081594;10
196,8861809;10
197;10
197,0557834;10
197,1115668;10
197,1856757;10
197,2674283;10
197,3617208;10
197,471776;10
197,6032074;10
197,7645726;10
197,9700079;10
198;10
198,0713097;10
198,1426194;10
198,2294111;10
198,3284009;10
198,4451407;10
198,5856816;10
198,7602499;10
199;10
199,0523354;10
199,1046709;10
199,1726643;10
199,2472948;10
199,332385;10
199,4304331;10
199,5456074;10
199,6840614;10
199,8555655;10
200;10
200,0648351;10
200,1296701;10
200,2156806;10
200,3121165;10
200,4258069;10
200,5620247;10
200,7303479;10
200,9463031;10
201;10
201,0532576;10
201,1065152;10
201,1745321;10
201,2493762;10
201,3347023;10
201,433063;10
201,5486528;10
201,6876835;10
201,8600252;10
202;10
202,0562955;10
202,1125909;10
202,1865968;10
202,2683565;10
202,3626304;10
202,4726675;10
202,6040722;10
202,7653997;10
202,970778;10
203;10
203,0572586;10
203,1145171;10
203,1828065;10
203,258764;10
203,3453543;10
203,445385;10
203,5632027;10
203,7053334;10
203,8821924;10
204;10
204,0640245;10
204,128049;10
204,2138118;10
204,3097742;10
204,4228681;10
204,5582542;10
204,7253781;10
204,9395078;10
205;10
205,0650246;10
205,1300492;10
205,2159042;10
205,3122262;10
205,4257436;10
205,5617286;10
205,7297131;10
205,9451536;10
206;10
206,0660105;10
206,132021;10
206,2179654;10
206,3146413;10
206,4285751;10
206,5651499;10
206,7339829;10
206,9507171;10
207;10
207,0670322;10
207,1340643;10
207,220102;10
207,3171467;10
207,4315145;10
207,5687047;10
207,7384238;10
207,9565107;10
208;10
208,0516354;10
208,1032709;10
208,1671875;10
208,2374174;10
208,3168568;10
208,4076693;10
208,5132581;10
208,6385641;10
208,7912163;10
209;10
209,0668002;10
209,1336005;10
209,2195186;10
209,3163753;10
209,4304996;10
209,5673515;10
209,736581;10
209,9539213;10
210;10
210,067567;10
210,135134;10
210,2211206;10
210,3182527;10
210,4327009;10
210,5700122;10
210,7399034;10
210,9582542;10
211;10
211,0684211;10
211,1368423;10
211,2229039;10
211,3203421;10
211,4351496;10
211,5729715;10
211,7435988;10
211,9630746;10
212;10
212,1846269;10
212,642024;10
213;10
213,0621264;10
213,1242527;10
213,2096101;10
213,3046522;10
213,4166108;10
213,5504105;10
213,7152542;10
213,9259203;10
214;10
214,0626621;10
214,1253242;10
214,210723;10
214,3059478;10
214,4181198;10
214,5522208;10
214,7174961;10
214,9288172;10
215;10
215,0549253;10
215,1098506;10
215,1834492;10
215,264478;10
215,3578544;10
215,4666968;10
215,5964678;10
215,7554581;10
215,9573178;10
216;10
216,0681562;10
216,1363125;10
216,2222516;10
216,3194894;10
216,4340389;10
216,5715013;10
216,7416081;10
216,960289;10
217;10
217,1985552;10
217,6528408;10
218;10
218,0618003;10
218,1236007;10
218,2088547;10
218,3037041;10
218,4154196;10
218,5488819;10
218,7132409;10
218,9231723;10
219;10
219,0622058;10
219,1244117;10
219,2097083;10
219,3047074;10
219,4166004;10
219,5503123;10
219,7150288;10
219,9255024;10
220;10
220,0625438;10
220,1250877;10
220,2103998;10
220,3055031;10
220,4175153;10
220,5513961;10
220,7163543;10
220,9271947;10
221;10
221,3640263;10
221,7893974;10
222;10
222,0649401;10
222,1298802;10
222,2154547;10
222,3114589;10
222,4245412;10
222,5599296;10
222,727051;10
222,9411791;10
223;10
223,2941044;10
223,730742;10
224;10
224,3572942;10
224,784526;10
225;10
225,0647741;10
225,1295482;10
225,2151046;10
225,3110462;10
225,4240541;10
225,5593377;10
225,7263084;10
225,9402072;10
226;10
226,0649395;10
226,1298789;10
226,2154527;10
226,3114561;10
226,4245372;10
226,5599241;10
226,7270432;10
226,9411678;10
227;10
227,0566957;10
227,1133915;10
227,1871383;10
227,2687164;10
227,3627268;10
227,4724226;10
227,6033577;10
227,7640133;10
227,9683787;10
228;10
228,1581067;10
228,5812288;10
229;10
229,2792405;10
229,5584811;10
229,9119018;10
230;10
230,4404912;10
230,7434279;10
231;10
231,3673617;10
231,8192716;10
232;10
232,0650671;10
232,1301342;10
232,215774;10
232,3118803;10
232,4250949;10
232,5606665;10
232,7280524;10
232,9425825;10
233;10
233,0654099;10
233,1308198;10
233,2165163;10
233,3127724;10
233,4261689;10
233,5619962;10
233,7297498;10
233,9448401;10
234;10
234,0658277;10
234,1316555;10
234,2174158;10
234,3138492;10
234,42746;10
234,563589;10
234,7317769;10
234,9475286;10
235;10
235,0663336;10
235,1326672;10
235,218501;10
235,3151453;10
235,4290103;10
235,5654976;10
235,7342014;10
235,9507397;10
236;10
236,0669512;10
236,1339024;10
236,2198219;10
236,3167199;10
236,43089;10
236,5678077;10
236,7371318;10
236,9546165;10
237;10
237,2269177;10
237,6760205;10
238;10
238,4038148;10
238,7144055;10
239;10
239,0632187;10
239,1264373;10
239,2119692;10
239,3074784;10
239,4200036;10
239,5545973;10
239,7205805;10
239,9329764;10
240;10
240,0555882;10
240,1111764;10
240,184947;10
240,2663027;10
240,3600778;10
240,4694511;10
240,5999476;10
240,7599748;10
240,9633942;10
241;10
241,0695729;10
241,1391458;10
241,2254245;10
241,3234005;10
241,4388661;10
241,577616;10
241,749585;10
241,9711135;10
242;10
242,0713166;10
242,1426332;10
242,2291226;10
242,3277906;10
242,4440819;10
242,5840049;10
242,7576713;10
243;10
243,0651034;10
243,1302068;10
243,2160335;10
243,3123463;10
243,4258449;10
243,5618059;10
243,7297551;10
243,945142;10
244;10
244,2742902;10
244,7150944;10
245;10
245,0626398;10
245,1252797;10
245,2108579;10
245,3062647;10
245,4186914;10
245,5531392;10
245,7189155;10
245,9309961;10
246;10
246,063607;10
246,127214;10
246,212915;10
246,3087032;10
246,4215865;10
246,5566768;10
246,7233754;10
246,936858;10
247;10
247,0645857;10
247,1291714;10
247,2149966;10
247,3111719;10
247,4245188;10
247,560262;10
247,7278992;10
247,9428103;10
248;10
248,2859484;10
248,7249053;10
249;10
249,0630067;10
249,1260134;10
249,2116851;10
249,3072855;10
249,4199536;10
249,5547381;10
249,7209983;10
249,9338142;10
250;10
250,0641051;10
250,1282103;10
250,214019;10
250,3100508;10
250,423235;10
250,5587461;10
250,7260504;10
250,9404543;10
251;10
251,0652431;10
251,1304862;10
251,2164366;10
251,3129165;10
251,4266368;10
251,5629038;10
251,7312956;10
251,9473563;10
252;10
252,0664974;10
252,1329947;10
252,2190997;10
252,316074;10
252,4303853;10
252,5674871;10
252,7370814;10
252,9549767;10
253;10
253,2251167;10
253,6752945;10
254;10
254,0618779;10
254,1237558;10
254,2093757;10
254,3046277;10
254,4168967;10
254,5511146;10
254,7165635;10
254,9281461;10
255;10
255,0632464;10
255,1264928;10
255,2122792;10
255,3080625;10
255,4209667;10
255,5560782;10
255,7228098;10
255,9363416;10
256;10
256,0562369;10
256,1124738;10
256,1865205;10
256,2683097;10
256,3626261;10
256,4727183;10
256,6041989;10
256,765635;10
256,9711772;10
257;10
257,0715234;10
257,1430467;10
257,2297917;10
257,328789;10
257,4455223;10
257,5860589;10
257,7606193;10
258;10
258,3022208;10
258,7003458;10
259;10
259,3512919;10
259,7351997;10
260;10
260,309614;10
260,6936677;10
261;10
261,0637458;10
261,1274915;10
261,213401;10
261,3094443;10
261,422672;10
261,5582353;10
261,7256175;10
261,940139;10
262;10
262,0652952;10
262,1305903;10
262,2166874;10
262,3133357;10
262,4272862;10
262,5638693;10
262,7327191;10
262,9494771;10
263;10
263,2526147;10
263,6980685;10
264;10
264,3927517;10
264,7255544;10
265;10
265,3549621;10
265,7736168;10
266;10
266,0650878;10
266,1301757;10
266,216267;10
266,3128546;10
266,4267367;10
266,5632219;10
266,731931;10
266,9484742;10
267;10
267,0668283;10
267,1336566;10
267,2199561;10
267,3172238;10
267,4319177;10
267,5695509;10
267,7399148;10
267,9589846;10
268;10
268,2050772;10
268,6596257;10
269;10
269,4008315;10
269,69957;10
270;10
270,349585;10
270,7310062;10
271;10
271,0649196;10
271,1298392;10
271,2159338;10
271,3124804;10
271,4263185;10
271,56274;10
271,731358;10
271,947762;10
272;10
272,2611898;10
272,7052209;10
273;10
273,386474;10
273,8080969;10
274;10
274,2841285;10
274,6655293;10
275;10
275,3695105;10
275,7275525;10
276;10
276,2973576;10
276,660768;10
277;10
277,3580925;10
277,7018739;10
278;10
278,3063457;10
278,6506497;10
279;10
279,0635896;10
279,1271792;10
279,2131043;10
279,3091231;10
279,4223287;10
279,5578586;10
279,7251935;10
279,9396428;10
280;10
280,0652241;10
280,1304482;10
280,2165574;10
280,3131999;10
280,4271477;10
280,5637257;10
280,7325685;10
280,9493157;10
281;10
281,2534217;10
281,6987918;10
282;10
282,3922012;10
282,7258269;10
283;10
283,0634635;10
283,126927;10
283,2128445;10
283,3088223;10
283,4219804;10
283,5574429;10
283,7246811;10
283,9389831;10
284;10
284,0650949;10
284,1301899;10
284,2162651;10
284,3128375;10
284,426698;10
284,5631537;10
284,7318201;10
284,9482983;10
285;10
285,2585084;10
285,7028988;10
286;10
286,38854;10
286,8088767;10
287;10
287,2828674;10
287,6624832;10
288;10
288,0629367;10
288,1258734;10
288,2116945;10
288,3074332;10
288,4202989;10
288,5553516;10
288,7220003;10
288,9354055;10
289;10
289,3229723;10
289,756318;10
290;10
290,0641908;10
290,1283816;10
290,2143233;10
290,3105173;10
290,4239205;10
290,5597327;10
290,7274724;10
290,9425384;10
291;10
291,2873079;10
291,726539;10
292;10
292,3635736;10
292,7917825;10
293;10
293,0652573;10
293,1305146;10
293,2165544;10
293,3131323;10
293,4269878;10
293,5634401;10
293,7321004;10
293,9485698;10
294;10
294,0667648;10
294,1335296;10
294,2197169;10
294,3168492;10
294,4313596;10
294,5687397;10
294,7387364;10
294,9572459;10
295;10
295,0684615;10
295,136923;10
295,223299;10
295,3210822;10
295,4363663;10
295,5748436;10
295,7464236;10
295,9673545;10
296;10
296,070622;10
296,1412439;10
296,2278577;10
296,3264722;10
296,4427438;10
296,5826249;10
296,756235;10
297;10
297,0652391;10
297,1304782;10
297,2164804;10
297,3130139;10
297,4268091;10
297,5631785;10
297,7317187;10
297,9480051;10
298;10
298,2599743;10
298,7038229;10
299;10
299,3874332;10
299,8080326;10
300;10
300,0657698;10
300,1315396;10
300,2175816;10
300,314297;10
300,4283043;10
300,5649749;10
300,7339484;10
300,950896;10
301;10
301,24552;10
301,6919339;10
302;10
302,3971319;10
302,7231334;10
303;10
303,3553095;10
303,7713196;10
304;10
304,0565703;10
304,1131405;10
304,1871571;10
304,2689896;10
304,3633452;10
304,4734931;10
304,605049;10
304,7665934;10
304,9722988;10
305;10
305,0717021;10
305,1434042;10
305,2300665;10
305,3290235;10
305,4456865;10
305,5861299;10
305,7605529;10
306;10
306,0651024;10
306,1302048;10
306,2161431;10
306,3125733;10
306,4262353;10
306,5624196;10
306,7306925;10
306,9465718;10
307;10
307,0663407;10
307,1326815;10
307,2187541;10
307,3156528;10
307,4298711;10
307,5668422;10
307,7362479;10
307,9538553;10
308;10
308,2307236;10
308,679792;10
309;10
309,0618816;10
309,1237632;10
309,2093512;10
309,3045708;10
309,4167945;10
309,5509507;10
309,7163105;10
309,927758;10
310;10
310,3612098;10
310,7881535;10
311;10
311,0651177;10
311,1302353;10
311,2161536;10
311,3125668;10
311,4262038;10
311,5623544;10
311,7305782;10
311,9463829;10
312;10
312,2680856;10
312,7102673;10
313;10
313,3808569;10
313,804178;10
314;10
314,2876557;10
314,6746836;10
315;10
315,3657772;10
315,7312865;10
316;10
316,2996726;10
316,6693632;10
317;10
317,0633;10
317,1266;10
317,2123015;10
317,3080098;10
317,4208055;10
317,55577;10
317,7222887;10
317,9354974;10
318;10
318,3225128;10
318,7554198;10
319;10
319,0640736;10
319,1281472;10
319,2139372;10
319,3099411;10
319,4230889;10
319,5585495;10
319,725781;10
319,9400743;10
320;10
320,2996284;10
320,7363268;10
321;10
321,3521341;10
321,7807865;10
322;10
322,3075729;10
322,7200468;10
323;10
323,3456216;10
323,7485148;10
324;10
324,0646839;10
324,1293679;10
324,2152248;10
324,3114593;10
324,424881;10
324,5607284;10
324,7285159;10
324,9436558;10
325;10
325,2817209;10
325,7214734;10
326;10
326,0628877;10
326,1257753;10
326,2114364;10
326,3069948;10
326,4196134;10
326,5543279;10
326,7204878;10
326,9331511;10
327;10
327,3342444;10
327,7652807;10
328;10
328,0644019;10
328,1288038;10
328,2146296;10
328,3107572;10
328,424052;10
328,5597202;10
328,7272499;10
328,9419972;10
329;10
329,0570166;10
329,1140333;10
329,188062;10
329,2700075;10
329,3644888;10
329,4748075;10
329,6065966;10
329,7684754;10
329,9746854;10
330;10
330,0722572;10
330,1445145;10
330,2312201;10
330,3303733;10
330,4472651;10
330,5880362;10
330,7629339;10
331;10
331,3035092;10
331,7045013;10
332;10
332,0634757;10
332,1269514;10
332,2126731;10
332,3084487;10
332,4213246;10
332,5564021;10
332,7230829;10
332,9365384;10
333;10
333,0645472;10
333,1290943;10
333,2149357;10
333,3111179;10
333,4244775;10
333,5602371;10
333,7278984;10
333,942846;10
334;10
334,0571586;10
334,1143173;10
334,1883736;10
334,2703798;10
334,3649341;10
334,4753505;10
334,6072735;10
334,7693442;10
334,975844;10
335;10
335,1207799;10
335,5536446;10
335,8815602;10
336;10
336,0620647;10
336,1241293;10
336,2097368;10
336,3050243;10
336,4173287;10
336,5515985;10
336,7171212;10
336,9288159;10
337;10
337,0632996;10
337,1265992;10
337,2123204;10
337,3080494;10
337,420874;10
337,5558778;10
337,7224533;10
337,9357484;10
338;10
338,064428;10
338,1288559;10
338,2147022;10
338,3108583;10
338,4241906;10
338,5599105;10
338,7275151;10
338,9423763;10
339;10
339,2881183;10
339,7268252;10
340;10
340,0630957;10
340,1261915;10
340,2119084;10
340,3075796;10
340,4203392;10
340,5552503;10
340,7216932;10
340,9347864;10
341;10
341,3260681;10
341,7585221;10
342;10
342,3284829;10
342,7538004;10
343;10
343,0642634;10
343,1285269;10
343,2143733;10
343,3104863;10
343,4237713;10
343,5594233;10
343,7269305;10
343,9416433;10
344;10
344,0654534;10
344,1309067;10
344,2168826;10
344,3134448;10
344,4272633;10
344,563669;10
344,7322605;10
344,9486256;10
345;10
345,0667223;10
345,1334446;10
345,2195589;10
345,3166027;10
345,4309932;10
345,5682082;10
345,7379653;10
345,9561094;10
346;10
346,0593558;10
346,1187115;10
346,1929899;10
346,2757248;10
346,3711275;10
346,4826884;10
346,6161783;10
346,780501;10
347;10
347,2788541;10
347,6585852;10
348;10
348,0627478;10
348,1254956;10
348,2111967;10
348,3067603;10
348,4193969;10
348,5541333;10
348,7203256;10
348,9330378;10
349;10
349,0640062;10
349,1280123;10
349,2138483;10
349,3098828;10
349,4230783;10
349,5586029;10
349,7259273;10
349,9403617;10
350;10
350,2981916;10
350,7353023;10
351;10
351,353461;10
351,7822664;10
352;10
352,3065751;10
352,7181423;10
353;10
353,0636358;10
353,1272716;10
353,213082;10
353,3089927;10
353,4220442;10
353,5573646;10
353,724396;10
353,9383842;10
354;10
354,0649143;10
354,1298285;10
354,2157811;10
354,3121768;10
354,4258052;10
354,5619399;10
354,730142;10
354,9459132;10
355;10
355,0662472;10
355,1324945;10
355,2185925;10
355,3154933;10
355,4297216;10
355,5667047;10
355,7361283;10
355,9537629;10
356;10
356,0677368;10
356,1354735;10
356,2217346;10
356,3192028;10
356,4341051;10
356,5720431;10
356,7428436;10
356,9625822;10
357;10
357,0695467;10
357,1390934;10
357,2255532;10
357,3237152;10
357,4394417;10
357,5785497;10
357,7510404;10
357,9733668;10
358;10
358,1331662;10
358,6024884;10
359;10
359,0639039;10
359,1278078;10
359,2136604;10
359,3096855;10
359,4228758;10
359,5583912;10
359,7257031;10
359,940118;10
360;10
360,0652134;10
360,1304269;10
360,2164121;10
360,3129209;10
360,4266837;10
360,5630083;10
360,7314837;10
360,9476715;10
361;10
361,0665833;10
361,1331666;10
361,2193165;10
361,316361;10
361,4307633;10
361,5679916;10
361,737769;10
361,9559437;10
362;10
362,2202816;10
362,6714937;10
363;10
363,0618882;10
363,1237765;10
363,2094184;10
363,304696;10
363,417;10
363,5512657;10
363,7167836;10
363,9284708;10
364;10
364,3576462;10
364,7853104;10
365;10
365,3035022;10
365,7118677;10
366;10
366,0635555;10
366,1271109;10
366,2129339;10
366,3088365;10
366,4218831;10
366,5571952;10
366,724215;10
366,9381854;10
367;10
367,3090729;10
367,7444829;10
368;10
368,3434605;10
368,7721216;10
369;10
369,0647174;10
369,1294347;10
369,2153838;10
369,3117241;10
369,4252904;10
369,5613362;10
369,7294108;10
369,9449876;10
370;10
370,275062;10
370,7162529;10
371;10
371,3747688;10
371,8004095;10
372;10
372,2915995;10
372,684402;10
373;10
373,3616587;10
373,7352236;10
374;10
374,0651279;10
374,1302559;10
374,2162508;10
374,3127474;10
374,4264998;10
374,5628083;10
374,731261;10
374,9474141;10
375;10
375,0665375;10
375,133075;10
375,2192225;10
375,3162524;10
375,4306379;10
375,5678422;10
375,7375851;10
375,9557069;10
376;10
376,0681206;10
376,1362412;10
376,2225416;10
376,3201537;10
376,4352263;10
376,573406;10
376,7445554;10
376,9648276;10
377;10
377,1758618;10
377,6359021;10
378;10
378,0625631;10
378,1251262;10
378,2108258;10
378,3063397;10
378,4189212;10
378,5535786;10
378,7196581;10
378,9321986;10
379;10
379,0638938;10
379,1277877;10
379,2136444;10
379,3096711;10
379,4228645;10
379,5583839;10
379,7257015;10
379,9401253;10
380;10
380,0652281;10
380,1304563;10
380,2164607;10
380,3129938;10
380,4267892;10
380,5631586;10
380,7316988;10
380,9479855;10
381;10
381,0666281;10
381,1332562;10
381,2193932;10
381,316436;10
381,4308324;10
381,5680537;10
381,7378205;10
381,955979;10
382;10
382,2201048;10
382,6712959;10
383;10
383,4041554;10
383,710873;10
384;10
384,0634235;10
384,126847;10
384,2126379;10
384,3084724;10
384,4214342;10
384,5566278;10
384,7234772;10
384,9371883;10
385;10
385,3140584;10
385,7485899;10
386;10
386,3389728;10
386,767016;10
387;10
387,3178471;10
387,7369741;10
388;10
388,3360457;10
388,7491625;10
389;10
389,3206384;10
389,7298794;10
390;10
390,3339365;10
390,7369913;10
391;10
391,3227466;10
391,7222558;10
392;10
392,3324904;10
392,725273;10
393;10
393,3243947;10
393,7126674;10
394;10
394,3315798;10
394,7121453;10
395;10
395,0643188;10
395,1286375;10
395,2145266;10
395,3106989;10
395,4240622;10
395,5598223;10
395,7274858;10
395,9424362;10
396;10
396,2878189;10
396,726751;10
397;10
397,0631151;10
397,1262301;10
397,2119869;10
397,307705;10
397,4205284;10
397,5555269;10
397,722096;10
397,9353809;10
398;10
398,0644065;10
398,1288131;10
398,2147103;10
398,3109143;10
398,424315;10
398,560128;10
398,7278675;10
398,9429337;10
399;10
399,2853316;10
399,724686;10
400;10
400,3654116;10
400,7930704;10
401;10
401,2979497;10
401,6996346;10
402;10
402,3551302;10
402,741607;10
403;10
403,0649663;10
403,1299327;10
403,215892;10
403,3123084;10
403,4259617;10
403,5621314;10
403,730384;10
403,9462322;10
404;10
404,0663057;10
404,1326114;10
404,2187158;10
404,3156388;10
404,4298936;10
404,566914;10
404,7363914;10
404,9541081;10
405;10
405,0677887;10
405,1355774;10
405,2218236;10
405,3192899;10
405,4341856;10
405,5721154;10
405,7429039;10
405,962624;10
406;10
406,0695413;10
406,1390827;10
406,225524;10
406,3236649;10
406,4393625;10
406,5784306;10
406,7508633;10
406,9731008;10
407;10
407,1344961;10
407,6034644;10
408;10
408,339953;10
408,6184274;10
408,8964831;10
409;10
409,0604006;10
409,1208012;10
409,206246;10
409,3009317;10
409,4125247;10
409,5457932;10
409,7098814;10
409,9193998;10
410;10
410,4030008;10
410,7286762;10
411;10
411,06327;10
411,12654;10
411,212296;10
411,3080538;10
411,4209205;10
411,5559814;10
411,7226396;10
411,9360601;10
412;10
412,0645069;10
412,1290138;10
412,2149043;10
412,3111275;10
412,4245473;10
412,5603883;10
412,7281677;10
412,943295;10
413;10
413,06576;10
413,13152;10
413,2175471;10
413,3142442;10
413,4282269;10
413,5648635;10
413,7337877;10
413,9506602;10
414;10
414,2466988;10
414,692853;10
415;10
415,3964678;10
415,7234824;10
416;10
416,0633486;10
416,1266973;10
416,212462;10
416,3082494;10
416,4211514;10
416,556262;10
416,7229917;10
416,9365209;10
417;10
417,0645844;10
417,1291688;10
417,2150677;10
417,3113202;10
417,4247746;10
417,5606647;10
417,7285147;10
417,9437494;10
418;10
418,0658414;10
418,1316828;10
418,2177188;10
418,3144468;10
418,4284661;10
418,5651546;10
418,7341534;10
418,9511399;10
419;10
419,2443006;10
419,6908954;10
420;10
420,0620493;10
420,1240987;10
420,2097224;10
420,305023;10
420,4173467;10
420,5516425;10
420,7172028;10
420,9289546;10
421;10
421,3552272;10
421,7831477;10
422;10
422,0649974;10
422,1299948;10
422,2159392;10
422,3123481;10
422,4259885;10
422,5621413;10
422,7303691;10
422,9461795;10
423;10
423,2691023;10
423,7112283;10
424;10
424,0625677;10
424,1251353;10
424,210795;10
424,3062683;10
424,4187928;10
424,5533727;10
424,7193402;10
424,9317108;10
425;10
425,0637771;10
425,1275542;10
425,2133475;10
425,3092772;10
425,4223444;10
425,557689;10
425,7247546;10
425,938795;10
426;10
426,3060252;10
426,7417685;10
427;10
427,063634;10
427,1272679;10
427,213061;10
427,3089528;10
427,4219784;10
427,5572633;10
427,7242434;10
427,9381536;10
428;10
428,3092321;10
428,7444925;10
429;10
429,3433194;10
429,7718447;10
430;10
430,0646868;10
430,1293737;10
430,215284;10
430,3115755;10
430,4250763;10
430,5610318;10
430,7289759;10
430,944354;10
431;10
431,0659346;10
431,1318692;10
431,2178949;10
431,3146367;10
431,4286681;10
431,5653749;10
431,7343999;10
431,9514262;10
432;10
432,0672543;10
432,1345085;10
432,2206811;10
432,3179274;10
432,4325585;10
432,5701143;10
432,7403628;10
432,9592577;10
433;10
433,06883;10
433,1376599;10
433,2240203;10
433,3218851;10
433,4372541;10
433,5758556;10
433,7476139;10
433,9688182;10
434;10
434,1559091;10
434,6201335;10
435;10
435,361966;10
435,6691711;10
435,951639;10
436;10
436,241805;10
436,6626496;10
437;10
437,0619745;10
437,1239489;10
437,2095652;10
437,3048386;10
437,41713;10
437,5513804;10
437,7168755;10
437,9285284;10
438;10
438,3573582;10
438,7849526;10
439;10
439,3037139;10
439,7123003;10
440;10
440,0553163;10
440,1106327;10
440,1845493;10
440,2659969;10
440,359909;10
440,4694589;10
440,6001983;10
440,7605726;10
440,9645147;10
441;10
441,0699759;10
441,1399518;10
441,2264729;10
441,3248153;10
441,440759;10
441,580175;10
441,7531115;10
441,9761211;10
