t (s);sp (cm)
442;10
442,0726663;10
442,1453326;10
442,2321544;10
442,3315428;10
442,4487296;10
442,5899165;10
442,7654189;10
443;10
443,05658;10
443,11316;10
443,1871927;10
443,2690443;10
443,3634249;10
443,4736056;10
443,6052066;10
443,7668155;10
443,9726184;10
444;10
444,136908;10
444,5660838;10
444,9106164;10
445;10
445,0620385;10
445,124077;10
445,2096998;10
445,3049966;10
445,4173159;10
445,5516054;10
445,7171567;10
445,9288948;10
446;10
446,0633514;10
446,1267027;10
446,2124828;10
446,3082871;10
446,4212123;10
446,5563546;10
446,7231302;10
446,9367291;10
447;10
447,0646328;10
447,1292657;10
447,2151876;10
447,311477;10
447,4249791;10
447,5609354;10
447,7288809;10
447,944261;10
448;10
448,2786951;10
448,7191961;10
449;10
449,3715005;10
449,7979237;10
450;10
450,2937789;10
450,6897551;10
451;10
451,3593983;10
451,7374956;10
452;10
452,3037541;10
452,6840213;10
453;10
453,3508797;10
453,7148184;10
454;10
454,3108778;10
454,6739579;10
455;10
455,3452913;10
455,6930706;10
456;10
456,3161421;10
456,6597886;10
457;10
457,0637794;10
457,1275589;10
457,2133643;10
457,3093073;10
457,4223929;10
457,5577627;10
457,7248646;10
457,9389603;10
458;10
458,0649998;10
458,1299995;10
458,2159437;10
458,3123531;10
458,4259939;10
458,5621472;10
458,7303759;10
458,9461876;10
459;10
459,2690619;10
459,7111936;10
460;10
460,0625813;10
460,1251626;10
460,2108439;10
460,3063434;10
460,4189033;10
460,5535317;10
460,7195692;10
460,932046;10
461;10
461,3397698;10
461,7701031;10
462;10
462,0645926;10
462,1291852;10
462,2150852;10
462,311341;10
462,4247995;10
462,5606952;10
462,7285533;10
462,9438004;10
463;10
463,2809981;10
463,7210442;10
464;10
464,3694031;10
464,7962327;10
465;10
465,0653475;10
465,130695;10
465,2166778;10
465,3132195;10
465,4270177;10
465,5633934;10
465,731942;10
465,9482416;10
466;10
466,2587919;10
466,7027545;10
467;10
467,0623305;10
467,1246609;10
467,210315;10
467,3057206;10
467,418169;10
467,5526404;10
467,7184526;10
467,930587;10
468;10
468,3470648;10
468,7762525;10
469;10
469,3114308;10
469,7272048;10
470;10
470,3419493;10
470,7498592;10
471;10
471,3160169;10
471,7209443;10
472;10
472,3382416;10
472,7350824;10
473;10
473,0645164;10
473,1290327;10
473,214925;10
473,3111526;10
473,4245777;10
473,5604262;10
473,7282165;10
473,9433602;10
474;10
474,2831988;10
474,7228664;10
475;10
475,062969;10
475,125938;10
475,2116613;10
475,3073061;10
475,4200386;10
475,5549102;10
475,7212967;10
475,934304;10
476;10
476,32848;10
476,760611;10
477;10
477,0642822;10
477,1285644;10
477,2144305;10
477,3105691;10
477,4238884;10
477,5595875;10
477,7271629;10
477,9419795;10
478;10
478,0655262;10
478,1310524;10
478,217054;10
478,3136625;10
478,42754;10
478,5640277;10
478,7327377;10
478,9492834;10
479;10
479,2535832;10
479,6984828;10
480;10
480,3921069;10
480,7255007;10
481;10
481,0633738;10
481,1267476;10
481,21253;10
481,3083425;10
481,4212776;10
481,5564337;10
481,7232291;10
481,9368583;10
482;10
482,0646547;10
482,1293093;10
482,2152336;10
482,3115313;10
482,4250432;10
482,5610132;10
482,7289786;10
482,944389;10
483;10
483,278055;10
483,7186673;10
484;10
484,3720806;10
484,7983625;10
485;10
485,2933892;10
485,6888089;10
486;10
486,0632193;10
486,1264386;10
486,2122078;10
486,3079661;10
486,4208375;10
486,5559037;10
486,72257;10
486,9360027;10
487;10
487,0645106;10
487,1290211;10
487,2149297;10
487,311173;10
487,4246203;10
487,5604992;10
487,7283333;10
487,9435437;10
488;10
488,2822813;10
488,7221612;10
489;10
489,3682246;10
489,7953672;10
490;10
490,2960045;10
490,6950873;10
491;10
491,357111;10
491,7397354;10
492;10
492,065012;10
492,1300239;10
492,2159883;10
492,3124221;10
492,426096;10
492,5622949;10
492,7305895;10
492,9465015;10
493;10
493,2674923;10
493,7099609;10
494;10
494,3813522;10
494,8047145;10
495;10
495,2873377;10
495,6737982;10
496;10
496,3661171;10
496,7308758;10
497;10
497,2994631;10
497,6685114;10
498;10
498,3556858;10
498,7059724;10
499;10
499,307859;10
499,6581289;10
500;10
500,3489694;10
500,6827745;10
501;10
501,3138734;10
501,6443386;10
502;10
502,0637079;10
502,1274158;10
502,2132415;10
502,309187;10
502,4222815;10
502,5576621;10
502,7247802;10
502,9389001;10
503;10
503,3054995;10
503,7414581;10
504;10
504,3467189;10
504,7755637;10
505;10
505,3117051;10
505,7275822;10
506;10
506,3416955;10
506,7497996;10
507;10
507,064638;10
507,129276;10
507,215199;10
507,3114909;10
507,4249961;10
507,5609566;10
507,7289083;10
507,9442978;10
508;10
508,2785109;10
508,7190455;10
509;10
509,0628496;10
509,1256993;10
509,2114273;10
509,3070458;10
509,4197509;10
509,5545827;10
509,7209125;10
509,9338334;10
510;10
510,3308328;10
510,7626438;10
511;10
511,32446;10
511,7482677;10
512;10
512,3300925;10
512,7485196;10
513;10
513,3254369;10
513,7391848;10
514;10
514,3295722;10
514,7384241;10
515;10
515,3262033;10
515,7307839;10
516;10
516,0641863;10
516,1283727;10
516,2142252;10
516,3103243;10
516,423596;10
516,5592282;10
516,7267073;10
516,9413771;10
517;10
517,2931145;10
517,7310735;10
518;10
518,0632563;15
518,0859078;15
518,1085592;15
518,1329984;15
518,1585348;15
518,1853276;15
518,2134969;15
518,2431852;15
518,2745574;15
518,3078058;15
518,3431562;15
518,3808765;15
518,4212871;15
518,4647753;15
518,5118146;15
518,5629915;15
518,6190428;15
518,6809104;15
518,7498205;15
518,8274064;15
518,9158991;15
519;15
519,1227662;15
519,2641766;15
519,4425142;15
519,6728504;15
520;15
520,4112673;15
520,7169286;15
521;15
521,0429459;15
521,0858919;15
521,1425828;15
521,2037267;15
521,2719866;15
521,3487247;15
521,4361487;15
521,5372971;15
521,6566071;15
521,8008233;15
521,9807354;15
522;15
522,0535942;15
522,1071884;15
522,1687122;15
522,2367966;15
522,3134266;15
522,4006927;15
522,5016399;15
522,6206785;15
522,7645157;15
522,9438717;15
523;15
523,0395826;15
523,0791653;15
523,1291949;15
523,1829217;15
523,2421391;15
523,3078064;15
523,3813807;15
523,4647997;15
523,5607604;15
523,6731379;15
523,8077315;15
523,9736499;15
524;15
524,0524999;15
524,1049998;15
524,1666551;15
524,2346739;15
524,3112614;15
524,3984659;15
524,4993348;15
524,6182677;15
524,7619573;15
524,941097;15
525;15
525,0394213;15
525,0788426;15
525,1290337;15
525,1829035;15
525,2422983;15
525,3081797;15
525,3820181;15
525,4657696;15
525,5621592;15
525,6751066;15
525,810486;15
525,9775377;15
526;15
526,0514626;15
526,1029252;15
526,1624985;15
526,228134;15
526,3017462;15
526,3851985;15
526,4812052;15
526,5936431;15
526,7283201;15
526,8943585;15
527;15
527,0423297;15
527,0846594;15
527,1390418;15
527,1976966;15
527,2628841;15
527,3358341;15
527,4184742;15
527,5134304;15
527,6244753;15
527,7572353;15
527,9205155;15
528;15
528,0394481;15
528,0788962;15
528,1293359;15
528,1834665;15
528,2431781;15
528,3094428;15
528,3837544;15
528,468102;15
528,5652614;15
528,6792333;15
528,8160277;15
529;15
529,0484313;15
529,0968626;15
529,1564917;15
529,2216412;15
529,2947454;15
529,3775423;15
529,472708;15
529,5840288;15
529,7171685;15
529,880994;15
530;15
530,0418392;15
530,0836783;15
530,1371432;15
530,1947698;15
530,2587022;15
530,330112;15
530,4108205;15
530,5032966;15
530,6110643;15
530,7393376;15
530,8962016;15
531;15
531,0507493;15
531,1014987;15
531,1665028;15
531,2376973;15
531,3184109;15
531,4108383;15
531,5185543;15
531,646754;15
531,8035142;15
532;15
532,0411616;15
532,0823232;15
532,133945;15
532,1895575;15
532,2510356;15
532,3194494;15
532,3964222;15
532,4841356;15
532,5856626;15
532,7054814;15
532,8504095;15
533;15
533,0442318;15
533,0884635;15
533,1434317;15
533,2030038;15
533,2692724;15
533,3435599;15
533,4278824;15
533,5250084;15
533,6389361;15
533,7756691;15
533,9446772;15
534;15
534,0487854;15
534,0975707;15
534,1598059;15
534,2277386;15
534,3043552;15
534,3915707;15
534,4924594;15
534,6114177;15
534,755143;15
534,934335;15
535;15
535,0386765;15
535,077353;15
535,1274324;15
535,1810764;15
535,2402141;15
535,305782;15
535,3792343;15
535,4624997;15
535,5582625;15
535,6703771;15
535,8046085;15
535,970005;15
536;15
536,05273;15
536,10546;15
536,1681484;15
536,2372982;15
536,315315;15
536,4043299;15
536,5075608;15
536,629675;15
536,7778237;15
536,9635242;15
537;15
537,04501;15
537,0900201;15
537,1441152;15
537,2029051;15
537,2681848;15
537,3412601;15
537,4240555;15
537,5192119;15
537,6305222;15
537,7636469;15
537,9274512;15
538;15
538,0464992;15
538,0929985;15
538,1530741;15
538,2183421;15
538,2916625;15
538,3747182;15
538,4702199;15
538,5819857;15
538,7157376;15
538,8804436;15
539;15
539,0400313;15
539,0800625;15
539,131166;15
539,18607;15
539,2467105;15
539,3141026;15
539,3898088;15
539,4759172;15
539,5753572;15
539,6923749;15
539,8333939;15
540;15
540,0504405;15
540,1008809;15
540,1636045;15
540,2323578;15
540,3099571;15
540,3984266;15
540,5009482;15
540,6221045;15
540,7689078;15
540,9526233;15
541;15
541,0484015;15
541,0968031;15
541,1571556;15
541,2230549;15
541,2971064;15
541,3810907;15
541,4777882;15
541,5911435;15
541,7270863;15
541,8949516;15
542;15
542,0405028;15
542,0810055;15
542,1330674;15
542,1890339;15
542,2509618;15
542,3199203;15
542,3975705;15
542,4861442;15
542,5887934;15
542,7101237;15
542,8571708;15
543;15
543,0522652;15
543,1045304;15
543,1703811;15
543,2427588;15
543,3249333;15
543,4192387;15
543,5294338;15
543,6610242;15
543,8226274;15
544;15
544,0412288;15
544,0824577;15
544,134623;15
544,1908088;15
544,252987;15
544,3222529;15
544,4002853;15
544,4893452;15
544,5926294;15
544,7148169;15
544,8630684;15
545;15
545,0499186;15
545,0998371;15
545,1626917;15
545,2314833;15
545,3091514;15
545,3977042;15
545,5003355;15
545,6216395;15
545,7686502;15
545,9526713;15
546;15
546,0422555;15
546,084511;15
546,1367903;15
546,1932535;15
546,2557455;15
546,3253978;15
546,4039109;15
546,4935828;15
546,5976675;15
546,7209372;15
546,8707124;15
547;15
547,0453435;15
547,0906869;15
547,147624;15
547,2094289;15
547,2784398;15
547,35612;15
547,4447386;15
547,5474449;15
547,6688528;15
547,8160085;15
548;15
548,0484634;15
548,0969267;15
548,1574857;15
548,2236118;15
548,2979477;15
548,3822894;15
548,4794489;15
548,5934191;15
548,7302116;15
548,8993055;15
549;15
549,0412364;15
549,0824728;15
549,1356493;15
549,1928821;15
549,2563458;15
549,3271801;15
549,407169;15
549,4987243;15
549,6052798;15
549,731902;15
549,8864188;15
550;15
550,049417;15
550,098834;15
550,1617409;15
550,2304922;15
550,3081283;15
550,3966369;15
550,4992113;15
550,6204383;15
550,7673409;15
550,9512028;15
551;15
551,0428651;15
551,0857301;15
551,139028;15
551,1966444;15
551,2605367;15
551,3319018;15
551,4125536;15
551,5049573;15
551,6126294;15
551,7407724;15
551,8974509;15
552;15
552,0460059;15
552,0920119;15
552,1505832;15
552,2142011;15
552,2854601;15
552,3659379;15
552,458127;15
552,5655146;15
552,6932703;15
552,8493975;15
553;15
553,043081;15
553,0861621;15
553,1405011;15
553,1992325;15
553,2644938;15
553,3375377;15
553,4202952;15
553,5154026;15
553,6266478;15
553,7596833;15
553,9233591;15
554;15
554,045388;15
554,0907759;15
554,1492952;15
554,2127512;15
554,2838271;15
554,3640731;15
554,4559662;15
554,5629641;15
554,6901889;15
554,8455612;15
555;15
555,0518121;15
555,1036241;15
555,1695955;15
555,2420092;15
555,3242495;15
555,4186353;15
555,5289378;15
555,6606753;15
555,8224892;15
556;15
556,0420118;15
556,0840236;15
556,1372469;15
556,1946508;15
556,2583044;15
556,3293739;15
556,4096565;15
556,5015875;15
556,6086371;15
556,7359319;15
556,891404;15
557;15
557,0475319;15
557,0950637;15
557,1555455;15
557,221422;15
557,2954752;15
557,3794561;15
557,4761504;15
557,5895011;15
557,7254377;15
557,893294;15
558;15
558,0413133;15
558,0826265;15
558,1357731;15
558,1929871;15
558,2564258;15
558,3272297;15
558,4071807;15
558,4986874;15
558,6051791;15
558,7317144;15
558,886108;15
559;15
559,0476009;15
559,0952019;15
559,1556464;15
559,2214967;15
559,2955143;15
559,379451;15
559,4760881;15
559,5893627;15
559,7251942;15
559,8928986;15
560;15
560,0399311;15
560,0798622;15
560,1311288;15
560,186186;15
560,2470161;15
560,314638;15
560,3906289;15
560,4770976;15
560,5770055;15
560,6946499;15
560,8365416;15
561;15
561,0504619;15
561,1009238;15
561,1637713;15
561,2326581;15
561,310427;15
561,3991112;15
561,5019134;15
561,623448;15
561,7707826;15
561,9552812;15
562;15
562,0425011;15
562,0850021;15
562,1372035;15
562,1936241;15
562,2560575;15
562,3256394;15
562,4040645;15
562,4936245;15
562,5975626;15
562,720634;15
562,8701299;15
563;15
563,0596931;15
563,1193861;15
563,1956682;15
563,2805909;15
563,3788977;15
563,4943028;15
563,6331086;15
563,8051134;15
564;15
564,0452364;15
564,0904728;15
564,148763;15
564,2119547;15
564,2827041;15
564,3625427;15
564,4539147;15
564,5602272;15
564,6865193;15
564,8405679;15
565;15
565,0430516;15
565,0861032;15
565,1401928;15
565,1986608;15
565,2635974;15
565,3362428;15
565,4184996;15
565,5129629;15
565,6233549;15
565,7552186;15
565,9172125;15
566;15
566,0441008;15
566,0882015;15
566,1447861;15
566,2060146;15
566,2743448;15
566,3511757;15
566,4387164;15
566,5400168;15
566,6595314;15
566,8040336;15
567;15
567,0457125;15
567,0914249;15
567,148078;15
567,2096501;15
567,2783592;15
567,3556675;15
567,4438129;15
567,5459019;15
567,6664774;15
567,8124655;15
568;15
568,0455448;15
568,0910896;15
568,1476826;15
568,2091637;15
568,2777646;15
568,3549381;15
568,4429123;15
568,544778;15
568,665053;15
568,8106197;15
569;15
569,0523212;15
569,1046423;15
569,1701594;15
569,242199;15
569,3239351;15
569,4176806;15
569,5271343;15
569,6577092;15
569,8178583;15
570;15
570,0404073;15
570,0808147;15
570,1317581;15
570,1865535;15
570,2470523;15
570,314274;15
570,3897688;15
570,4756099;15
570,5747032;15
570,6912567;15
570,8316301;15
571;15
571,0556231;15
571,1112462;15
571,1807914;15
571,2577297;15
571,3456768;15
571,4474479;15
571,5676103;15
571,713015;15
571,8946739;15
572;15
572,040091;15
572,080182;15
572,1327353;15
572,1891452;15
572,2516277;15
572,3212597;15
572,399749;15
572,4893903;15
572,593435;15
572,7166506;15
572,8663497;15
573;15
573,0460797;15
573,0921595;15
573,1500436;15
573,2129599;15
573,2833367;15
573,3627167;15
573,4535014;15
573,559043;15
573,6842876;15
573,8368521;15
574;15
574,0419826;15
574,0839653;15
574,1365097;15
574,1932054;15
574,2559896;15
574,3259973;15
574,4049534;15
574,4951901;15
574,6000146;15
574,7242861;15
574,8754749;15
575;15
575,0472551;15
575,0945102;15
575,1541415;15
575,2190829;15
575,2919651;15
575,374477;15
575,469277;15
575,5801128;15
575,7125863;15
575,8754549;15
576;15
576,0418815;15
576,0837629;15
576,1371774;15
576,1947585;15
576,2586337;15
576,3299738;15
576,4105949;15
576,5029593;15
576,6105796;15
576,738652;15
576,8952299;15
577;15
577,0466652;15
577,0933305;15
577,1527671;15
577,217401;15
577,2899156;15
577,3719643;15
577,4661691;15
577,5762169;15
577,707609;15
577,868927;15
578;15
578,0481463;15
578,0962926;15
578,1579947;15
578,2252538;15
578,3010374;15
578,3871979;15
578,4867152;15
578,6038342;15
578,7449946;15
578,9204359;15
579;15
579,0392895;15
579,078579;15
579,1297282;15
579,1845671;15
579,2451462;15
579,3124612;15
579,3880722;15
579,4740602;15
579,5733439;15
579,6901524;15
579,8308803;15
580;15
580,0496458;15
580,0992917;15
580,160927;15
580,228394;15
580,3043865;15
580,3908205;15
580,4906911;15
580,6082838;15
580,7501037;15
580,9265078;15
581;15
581,0390851;15
581,0781701;15
581,129151;15
581,1837854;15
581,24412;15
581,3111377;15
581,3863808;15
581,4719036;15
581,5705842;15
581,686586;15
581,8261927;15
582;15
582,0495891;15
582,0991782;15
582,1606162;15
582,2278665;15
582,3035859;15
582,3896755;15
582,4890985;15
582,6060917;15
582,7470771;15
582,9222629;15
583;15
583,046554;15
583,093108;15
583,1542556;15
583,2206461;15
583,2953849;15
583,3802204;15
583,4780214;15
583,5928461;15
583,7308213;15
583,9016287;15
584;15
584,0400574;15
584,0801148;15
584,1318403;15
584,1873908;15
584,2488208;15
584,3171718;15
584,3940672;15
584,4816824;15
584,5830814;15
584,7027281;15
584,8474154;15
585;15
585,0489367;15
585,0978735;15
585,1590093;15
585,2258237;15
585,3010143;15
585,3864333;15
585,4849874;15
585,600818;15
585,7401877;15
585,9130206;15
586;15
586,0397549;15
586,0795098;15
586,1310489;15
586,1863606;15
586,2475061;15
586,3155103;15
586,3919753;15
586,4790447;15
586,5797333;15
586,6984253;15
586,841778;15
587;15
587,0471381;15
587,0942762;15
587,1528902;15
587,2167511;15
587,2882779;15
587,369096;15
587,46172;15
587,5696807;15
587,6982181;15
587,8554579;15
588;15
588,0415819;15
588,0831638;15
588,1356307;15
588,1921836;15
588,2548029;15
588,3246079;15
588,4033115;15
588,4932263;15
588,5976289;15
588,7213289;15
588,8717111;15
589;15
589,046368;15
589,092736;15
589,1510919;15
589,2145492;15
589,2855947;15
589,3658086;15
589,4576594;15
589,5646018;15
589,6917509;15
589,847016;15
590;15
590,0460843;15
590,0921686;15
590,1504267;15
590,2137328;15
590,284598;15
590,3645856;15
590,4561471;15
590,5627091;15
590,6893404;15
590,8438702;15
591;15
591,041591;15
591,083182;15
591,1353946;15
591,1916853;15
591,253983;15
591,3233959;15
591,4016111;15
591,4909035;15
591,5944918;15
591,7170902;15
591,8659199;15
592;15
592,0462699;15
592,0925398;15
592,1505999;15
592,2137323;15
592,2843737;15
592,3640838;15
592,4552903;15
592,5613857;15
592,6873825;15
592,8410123;15
593;15
593,0415034;15
593,0830068;15
593,1350213;15
593,1910933;15
593,2531252;15
593,3222139;15
593,4000257;15
593,4888049;15
593,5917223;15
593,7134146;15
593,86097;15
594;15
594,0462045;15
594,0924089;15
594,1502469;15
594,2131368;15
594,2834766;15
594,3628112;15
594,4535378;15
594,5590032;15
594,6841443;15
594,8365625;15
595;15
595,0414359;15
595,0828718;15
595,1346842;15
595,1905364;15
595,2523009;15
595,321064;15
595,3984707;15
595,486735;15
595,5889803;15
595,7097663;15
595,8560495;15
596;15
596,046133;15
596,0922659;15
596,1498758;15
596,2125159;15
596,2825453;15
596,3614937;15
596,4517273;15
596,5565463;15
596,6808107;15
596,8319894;15
597;15
597,0497218;15
597,0994437;15
597,1621239;15
597,2306963;15
597,3080926;15
597,3962998;15
597,4984802;15
597,6191764;15
597,7653343;15
597,9480991;15
598;15
598,0396926;15
598,0793852;15
598,1289778;15
598,1822688;15
598,2409544;15
598,3059797;15
598,3787629;15
598,4611875;15
598,5558676;15
598,6665465;15
598,798804;15
598,9613626;15
599;15
599,0490524;15
599,0981047;15
599,1577518;15
599,2230315;15
599,2962783;15
599,3792578;15
599,4746579;15
599,5862897;15
599,7198571;15
599,8842977;15
600;15
600,0386963;15
600,0773925;15
600,1267111;15
600,1795731;15
600,2377609;15
600,3021825;15
600,3742237;15
600,4557173;15
600,5492012;15
600,6582979;15
600,7883871;15
600,9478412;15
601;15
601,0490961;15
601,0981922;15
601,1603017;15
601,2281614;15
601,3046734;15
601,3917591;15
601,4924782;15
601,6112088;15
601,7546162;15
601,9333423;15
602;15
602,037834;15
602,075668;15
602,1247302;15
602,1772025;15
602,2349374;15
602,2988106;15
602,3701785;15
602,4508292;15
602,5432323;15
602,6509034;15
602,7790453;15
602,935722;15
603;15
603,0481915;15
603,096383;15
603,1581631;15
603,2255115;15
603,3014071;15
603,387709;15
603,48741;15
603,6047749;15
603,7462777;15
603,9222187;15
604;15
604,0431787;15
604,0863575;15
604,1428964;15
604,2039223;15
604,272028;15
604,3485766;15
604,4357601;15
604,5365953;15
604,6554846;15
604,7991129;15
604,9781629;15
605;15
605,0437096;15
605,0874193;15
605,1374227;15
605,1917369;15
605,2515712;15
605,3179993;15
605,3925104;15
605,4771099;15
605,574595;15
605,6890009;15
605,8263955;15
606;15
606,0476476;15
606,0952952;15
606,1540004;15
606,2180461;15
606,289788;15
606,3708775;15
606,4638489;15
606,5722679;15
606,7014308;15
606,8595624;15
607;15
607,0392865;15
607,0785729;15
607,1280874;15
607,1812382;15
607,2397627;15
607,3045924;15
607,377135;15
607,4592577;15
607,5535495;15
607,6637143;15
607,7952664;15
607,9568136;15
608;15
608,0474978;15
608,0949957;15
608,1534344;15
608,2171757;15
608,2885405;15
608,3691587;15
608,461526;15
608,5691487;15
608,6972248;15
608,8538079;15
609;15
609,039986;15
609,0799721;15
609,1302687;15
609,1843318;15
609,2439485;15
609,3101001;15
609,3842718;15
609,4684431;15
609,5653748;15
609,6790435;15
609,8154187;15
610;15
610,0495213;15
610,0990426;15
610,1600579;15
610,2268537;15
610,3019996;15
610,3873664;15
610,4858517;15
610,6015908;15
610,7408333;15
610,9134815;15
611;15
611,0415179;15
611,0830358;15
611,1369667;15
611,1950239;15
611,2594959;15
611,331565;15
611,4130998;15
611,5066353;15
611,6158005;15
611,7459833;15
611,9055711;15
612;15
612,0402082;15
612,0804164;15
612,1315053;15
612,186421;15
612,2470715;15
612,3144764;15
612,3901982;15
612,4763265;15
612,5757924;15
612,6928446;15
612,8339116;15
613;15
613,0450263;15
613,0900525;15
613,1456721;15
613,206053;15
613,2733013;15
613,3488001;15
613,4346519;15
613,5337578;15
613,6503284;15
613,7907256;15
613,9650542;15
614;15
614,041091;15
614,082182;15
614,1310932;15
614,1838821;15
614,2419275;15
614,3061854;15
614,378024;15
614,4592641;15
614,5524227;15
614,66109;15
614,7905919;15
614,9492072;15
615;15
615,0457918;15
615,0915837;15
615,1490534;15
615,2114889;15
615,2812733;15
615,3599155;15
615,4497589;15
615,5540666;15
615,6776385;15
615,8278398;15
616;15
616,0186638;15
616,0186638;15
616,0585326;15
616,1060319;15
616,1571785;15
616,2132688;15
616,2751726;15
616,3441286;15
616,4217711;15
616,5103359;15
616,6129733;15
616,7342878;15
616,8813125;15
617;15
617,0166087;15
617,0166087;15
617,0606512;15
617,1127584;15
617,1693207;15
617,2318883;15
617,3016399;15
617,3802755;15
617,4701037;15
617,574393;15
617,6979395;15
617,8481052;15
618;15
618,0455378;15
618,0910757;15
618,1052675;15
618,1052675;15
618,1623736;15
618,2261733;15
618,2973403;15
618,3777595;15
618,4698622;15
618,5771387;15
618,7047423;15
618,7719438;15
618,7719438;15
618,9278548;15
619;15
619,0397849;15
619,0795698;15
619,1310848;15
619,1863764;15
619,2474964;15
619,3154697;15
619,3918966;15
619,4789175;15
619,5795431;15
619,6981504;15
619,841385;15
620;15
620,0479529;15
620,0959057;15
620,1555813;15
620,2206937;15
620,2937675;15
620,3765234;15
620,4716369;15
620,5828884;15
620,7159328;15
620,8796214;15
621;15
621,0463074;15
621,0926148;15
621,1520991;15
621,2167188;15
621,2892278;15
621,3712673;15
621,4654606;15
621,5754932;15
621,7068645;15
621,8681525;15
622;15
622,0613478;15
622,1226957;15
622,2026223;15
622,2917726;15
622,3956876;15
622,5185978;15
622,6679047;15
622,8553043;15
623;15
623,0591735;15
623,1183471;15
623,1980585;15
623,2864552;15
623,3894864;15
623,5111781;15
623,6587776;15
623,8436519;15
624;15
624,059474;15
624,118948;15
624,1987112;15
624,2872347;15
624,390419;15
624,5123203;15
624,6602136;15
624,8455217;15
625;15
625,0517562;15
625,1035125;15
625,1723097;15
625,2476586;15
625,3337117;15
625,4329953;15
625,5498241;15
625,6905746;15
625,86542;15
626;15
626,0483639;15
626,0967278;15
626,1599433;15
626,2288167;15
626,3066493;15
626,3953989;15
626,49829;15
626,6199437;15
626,7674457;15
626,9521914;15
627;15
627,0478544;15
627,0957088;15
627,1554124;15
627,2205364;15
627,2936282;15
627,3764061;15
627,471548;15
627,582837;15
627,7159332;15
627,8796961;15
628;15
628,0386949;15
628,0773898;15
628,1266326;15
628,1794161;15
628,2375089;15
628,301816;15
628,3737163;15
628,4550335;15
628,5482911;15
628,657089;15
628,7867694;15
628,9456396;15
629;15
629,0410878;15
629,0821756;15
629,1339532;15
629,1897157;15
629,2513791;15
629,320018;15
629,3972705;15
629,4853389;15
629,5873287;15
629,7077705;15
629,8535711;15
630;15
630,0392931;15
630,0785862;15
630,1271935;15
630,1794068;15
630,2367959;15
630,3002578;15
630,3711204;15
630,4511392;15
630,5427339;15
630,6493409;15
630,7760332;15
630,9306496;15
631;15
631,0422301;15
631,0844603;15
631,1379981;15
631,1957623;15
631,2598537;15
631,3314598;15
631,4124137;15
631,5052044;15
631,6133867;15
631,7422258;15
631,8998959;15
632;15
632,0451901;15
632,0903801;15
632,1479546;15
632,2103955;15
632,2802058;15
632,3588769;15
632,4487578;15
632,5531143;15
632,6767525;15
632,8270471;15
633;15
633,0365695;15
633,0731389;15
633,1184121;15
633,1668006;15
633,2196512;15
633,2776785;15
633,3419279;15
633,4137539;15
633,4949787;15
633,5881175;15
633,6967587;15
633,826225;15
634;15
634,0400626;15
634,0801251;15
634,1284769;15
634,1805361;15
634,2377223;15
634,3009424;15
634,3715083;15
634,4511567;15
634,5422779;15
634,6482627;15
634,7741089;15
634,9275253;15
635;15
635,0358907;15
635,0717814;15
635,116828;15
635,1648923;15
635,2173688;15
635,2749501;15
635,3386613;15
635,4098267;15
635,4902247;15
635,5823042;15
635,6895492;15
635,8171102;15
635,9729605;15
636;15
636,0436055;15
636,087211;15
636,1379703;15
636,1930585;15
636,2538367;15
636,3214092;15
636,3973365;15
636,4837253;15
636,5835291;15
636,7010342;15
636,8427317;15
637;15
637,036677;15
637,0733541;15
637,1182669;15
637,1662976;15
637,2187194;15
637,2762376;15
637,3398724;15
637,4109443;15
637,4912252;15
637,583155;15
637,6902029;15
637,8174953;15
637,972964;15
638;15
638,0448645;15
638,089729;15
638,1420352;15
638,1989337;15
638,2618919;15
638,3321236;15
638,4113572;15
638,5019483;15
638,6072374;15
638,7321389;15
638,8842182;15
639;15
639,0415821;15
639,0831642;15
639,135381;15
639,1916748;15
639,2539764;15
639,323394;15
639,4016151;15
639,4909151;15
639,5945133;15
639,717125;15
639,8659734;15
640;15
640,0361764;15
640,0723528;15
640,117183;15
640,165062;15
640,2173123;15
640,2746257;15
640,3380137;15
640,4087831;15
640,488686;15
640,5801322;15
640,6865442;15
640,812971;15
640,9672108;15
641;15
641,0444584;15
641,0889169;15
641,1416984;15
641,1990296;15
641,2625289;15
641,3334202;15
641,413478;15
641,5051218;15
641,6117937;15
641,738574;15
641,8933155;15
642;15
642,0364045;15
642,0728089;15
642,1184542;15
642,1672045;15
642,2204903;15
642,2790346;15
642,3439093;15
642,4165038;15
642,4986922;15
642,5930683;15
642,7033448;15
642,8350501;15
643;15
643,0436177;15
643,0872354;15
643,1403136;15
643,197821;15
643,261559;15
643,3327387;15
643,4131578;15
643,5052638;15
643,6125437;15
643,7401521;15
643,8960701;15
644;15
644,0361779;15
644,0723557;15
644,1177971;15
644,1663067;15
644,2193092;15
644,2775161;15
644,3419827;15
644,4140756;15
644,4956347;15
644,5892025;15
644,6984102;15
644,8286511;15
645;15
645,0440173;15
645,0880346;15
645,1414892;15
645,1994518;15
645,2637393;15
645,3355931;15
645,4168561;15
645,5100433;15
645,6187484;15
645,7483021;15
645,9069913;15
646;15
646,0420071;15
646,0840142;15
646,1374443;15
646,1950616;15
646,258978;15
646,3303689;15
646,4110536;15
646,5034994;15
646,6112269;15
646,7394456;15
646,8962318;15
647;15
647,0364334;15
647,0728668;15
647,118704;15
647,1676561;15
