0;0,000898234
1;0,000927662
2;0,000879414
3;0,000937243
4;0,000925266
5;0,000959143
6;0,000900287
7;0,001014234
8;0,000884204
9;0,001108335
10;0,00189091
11;0,000887626
12;0,000935532
13;0,000889337
14;0,000904393
15;0,000911921
16;0,000885915
17;0,000879071
18;0,000843826
19;0,000872912
20;0,001135025
21;0,000859909
22;0,001057692
23;0,000925608
24;0,000896181
25;0,00089447
26;0,000886942
27;0,00091021
28;0,000905762
29;0,000896523
30;0,000908157
31;0,00089926
32;0,000896865
33;0,000886942
34;0,000912605
35;0,000908499
36;0,000897892
37;0,000916369
38;0,000969408
39;0,000935874
40;0,001167191
41;0,000900629
42;0,000866753
43;0,000854434
44;0,000864015
45;0,00107617
46;0,00089139
47;0,000892074
48;0,000944429
49;0,000878387
50;0,000885231
51;0,000897549
52;0,000895154
53;0,001096701
54;0,000893443
55;0,000882493
56;0,000881124
57;0,000886257
58;0,00097283
59;0,001044004
60;0,001542909
61;0,000892759
62;0,000878387
63;0,000865726
64;0,000860593
65;0,001008075
66;0,000869832
67;0,000840405
68;0,000867095
69;0,000894812
70;0,000880098
71;0,001162058
72;0,00090234
73;0,000892417
74;0,001119969
75;0,000884889
76;0,000911237
77;0,00088044
78;0,000886257
79;0,000892759
80;0,000929715
81;0,000903709
82;0,000911921
83;0,00084588
84;0,000860593
85;0,000866753
86;0,000837667
87;0,000855803
88;0,000891048
89;0,000915343
90;0,000956747
91;0,000885231
92;0,001063167
93;0,000903024
94;0,000891732
95;0,000890706
96;0,000895838
97;0,000885573
98;0,000895496
99;0,001111757
100;0,000955036
101;0,000894128
102;0,000869832
103;0,00086949
104;0,000916369
105;0,000849986
106;0,000858198
107;0,000893785
108;0,000922187
109;0,000998152
110;0,001058034
111;0,001088488
112;0,000941349
113;0,000911921
114;0,00089447
115;0,000889337
116;0,000897207
117;0,000923555
118;0,000894128
119;0,000904393
120;0,000917396
121;0,000889679
122;0,001086093
123;0,001111757
124;0,000903366
125;0,000896523
126;0,000868806
127;0,000843826
128;0,000848617
129;0,000978305
130;0,000856145
131;0,000888653
132;0,000877018
133;0,000885231
134;0,000900971
135;0,000970092
136;0,00095093
137;0,000897207
138;0,000951957
139;0,000880782
140;0,000890706
141;0,000891048
142;0,000879414
143;0,000889337
144;0,000880782
145;0,000989597
146;0,000927662
147;0,000852039
148;0,001079249
149;0,001079249
150;0,000851012
151;0,000867437
152;0,000885573
153;0,000890021
154;0,000901313
155;0,000893785
156;0,000912263
157;0,001053585
158;0,000896181
159;0,00091329
160;0,000894128
161;0,000950246
162;0,000912948
163;0,00088044
164;0,000908499
165;0,000938269
166;0,00090234
167;0,00117335
168;0,001102518
169;0,001160005
170;0,000866411
171;0,000892074
172;0,000891732
173;0,000891048
174;0,000884889
175;0,000933137
176;0,000906788
177;0,000873596
178;0,000889337
179;0,000940665
180;0,000890021
181;0,000895154
182;0,000915001
183;0,000878387
184;0,000867779
185;0,000818847
186;0,000922871
187;0,001068984
188;0,000823638
189;0,000838694
190;0,000855461
191;0,000814056
192;0,000874281
193;0,001000205
194;0,001261291
195;0,000915685
196;0,00087565
197;0,000872228
198;0,000934505
199;0,000985149
200;0,000915001
201;0,000881467
202;0,000865726
203;0,000864357
204;0,000906446
205;0,001071037
206;0,000943744
207;0,000865042
208;0,000857514
209;0,000874623
210;0,000863331
211;0,000917738
212;0,001339994
213;0,000863673
214;0,000890363
215;0,000872912
216;0,000945455
217;0,000894812
218;0,000881809
219;0,000921844
220;0,000860251
221;0,000866753
222;0,000908499
223;0,000923898
224;0,00104024
225;0,001015603
226;0,000864015
227;0,000866411
228;0,000872912
229;0,000880782
230;0,000851697
231;0,000873254
232;0,000854776
233;0,000890363
234;0,00093998
235;0,000839036
236;0,000863673
237;0,000911237
238;0,000874623
239;0,00087736
240;0,000858883
241;0,000869148
242;0,00092903
243;0,000876334
244;0,000956063
245;0,000897892
246;0,001040582
247;0,000897892
248;0,000889337
249;0,000934847
250;0,00090542
251;0,000903366
252;0,000857172
253;0,000863673
254;0,000905762
255;0,00091021
256;0,000871543
257;0,000914316
258;0,000891048
259;0,00089926
260;0,000978989
261;0,000903709
262;0,001062482
263;0,001027922
264;0,000893101
265;0,00090542
266;0,00091021
267;0,000903366
268;0,000892417
269;0,00089447
270;0,000901998
271;0,001049479
272;0,000942033
273;0,00089447
274;0,000889337
275;0,00093211
276;0,000927662
277;0,000880782
278;0,00088831
279;0,000890363
280;0,000923898
281;0,001044346
282;0,001064193
283;0,000928346
284;0,001088488
285;0,000913974
286;0,000904051
287;0,000915001
288;0,000907473
289;0,000908499
290;0,000943744
291;0,000910552
292;0,000919107
293;0,000923213
294;0,000989597
295;0,001066588
296;0,000903024
297;0,000959827
298;0,000881809
299;0,000873254
300;0,000908499
301;0,000880782
302;0,00088044
303;0,000899945
304;0,000917396
305;0,000986175
306;0,000924924
307;0,001035792
308;0,000999178
309;0,00090542
310;0,000916369
311;0,000887284
312;0,000892417
313;0,000895496
314;0,000897549
315;0,000878729
316;0,000958116
317;0,000849644
318;0,000890706
319;0,000895496
320;0,000945113
321;0,000935874
322;0,000901998
323;0,001031001
324;0,000909868
325;0,000901313
326;0,000895496
327;0,000948535
328;0,00094614
329;0,000895838
330;0,00098857
331;0,000919449
332;0,000895496
333;0,001005337
334;0,000978647
335;0,000884546
336;0,000863331
337;0,000851697
338;0,000883178
339;0,000915343
340;0,000857172
341;0,000916027
342;0,000905077
343;0,001109019
344;0,000891048
345;0,000900287
346;0,000891732
347;0,000906104
348;0,000900629
349;0,000903366
350;0,000872912
351;0,000948877
352;0,001008759
353;0,000915343
354;0,000923213
355;0,000942375
356;0,000896865
357;0,000891732
358;0,00085854
359;0,000930741
360;0,000879071
361;0,000888995
362;0,000986859
