t (s);u (mA)
125,5310668;16,94602207
125,6880687;17,00779297
125,8869189;17,08461493
126;16,74628734
126,0604363;16,92680104
126,1208725;17,03589319
126,2039807;17,12608104
126,2962392;17,18846264
126,4044707;17,24159754
126,5331797;17,29507711
126,6907247;17,35648179
126,8903897;17,43291601
127;17,09336514
127,0603624;17,27329763
127,1207248;17,38202788
127,2038468;17,47194957
127,296101;17,5340101
127,4043319;17,5867705
127,5330388;17,63980338
127,6905812;17,70066096
127,890242;17,77640139
128;17,05661758
128,0525705;17,35908783
128,1051411;17,54586423
128,1768247;17,69620024
128,2553458;17,78956336
128,3455239;17,85500795
128,450161;17,90799949
128,5742067;17,95946621
128,7250685;18,01715315
128,9147882;18,08794173
129;16,22492468
129,044247;16,85644317
129,088494;17,26775787
129,1476098;17,60595564
129,2114835;17,81435379
129,2831222;17,94598735
129,364063;18,03094775
129,4568477;18,09108657
129,5650196;18,14115705
129,6938453;18,19110939
129,851496;18,2481951
130;17,54652728
130,0561251;17,8606111
130,1122502;18,04815851
130,1843833;18,18789946
130,2641447;18,27520683
130,3557779;18,33631605
130,4623525;18,38609592
130,5890221;18,43486673
130,7435999;18,48997329
130,9388493;18,55804026
131;17,07611179
131,0480514;17,61350458
131,0961029;17,95197361
131,1583144;18,21480594
131,2260856;18,37549632
131,3025242;18,47709918
131,3895098;18,54462255
131,4901003;18,59576762
131,6086578;18,64232706
131,7518236;18,69239023
131,9301959;18,75243654
132;18,02704307
132,0540374;18,32885465
132,1080749;18,51203396
132,1801293;18,65416065
132,2593535;18,74150354
132,350385;18,80162184
132,4561505;18,84950531
132,5817249;18,8955736
132,7347486;18,94710248
132,9276816;19,01044412
133;16,79925954
133,0431365;17,52432025
133,0862731;17,99996252
133,1433895;18,39051401
133,2050053;18,63214445
133,2738484;18,78336135
133,3513092;18,87789915
133,439651;18,94045826
133,5419955;18,98781635
133,6629157;19,03113432
133,8093868;19,07802571
134;18,02578582
134,0529959;18,45703017
134,1059919;18,71732829
134,1724893;18,90700954
134,24569;19,02210583
134,3288961;19,09563019
134,4245291;19,14712707
134,536484;19,19001138
134,6704922;19,23315938
134,8355683;19,28301339
135;17,85687768
135,0486297;18,38701609
135,0972594;18,71829127
135,1597518;18,97154968
135,2279233;19,12495101
135,3048499;19,22034608
135,3924558;19,28221371
135,4938533;19,32773895
135,6134954;19,36824615
135,7581769;19,41134522
135,9387715;19,46294152
136;16,91660436
136,0431763;17,74502109
136,0863526;18,28689082
136,1419248;18,7202944
136,2019498;18,99030262
136,2688106;19,15845784
136,3438224;19,26154606
136,4290603;19,32658485
136,5273701;19,37204846
136,6428768;19,41017257
136,7817964;19,44900992
136,9539752;19,49441478
137;18,77798313
137,057921;19,08380232
137,115842;19,26160217
137,1886474;19,38753202
137,2695099;19,46363766
137,3625048;19,51420869
137,4708826;19,5532639
137,6000084;19,59021175
137,7580811;19,63144641
137,9585617;19,68238236
138;17,87957136
138,048923;18,52892047
138,0978461;18,93150767
138,1578324;19,22519787
138,2234437;19,40433006
138,297113;19,5137209
138,3806212;19,58126626
138,4767034;19,6265815
138,5892406;19,66262526
138,7240549;19,69782695
138,8902911;19,73803747
139;17,96178475
139,0463725;18,57997503
139,092745;18,97256065
139,1526128;19,27767333
139,2176424;19,4622527
139,2906661;19,57462467
139,3733497;19,64317594
139,4683719;19,68808413
139,5795018;19,72266584
139,7123795;19,75552992
139,8758284;19,79250923
140;15,89275232
140,0399105;17,07500332
140,079821;17,8706183
140,1306428;18,52029109
140,1852375;18,93706754
140,2455036;19,20166155
140,3124414;19,36356504
140,387585;19,46031698
140,4729824;19,51855035
140,5715003;19,55643166
140,6872846;19,58581147
140,8265894;19,61422816
141;17,87864053
141,0487207;18,50683602
141,0974414;18,8959205
141,1577139;19,18070741
141,2235877;19,3520015
141,2975955;19,45429924
141,3815271;19,51496538
141,4781561;19,55313808
141,5914203;19,5812972
141,7272373;19,60733517
141,8949209;19,63640789
142;19,30179379
142,0640976;19,46399001
142,1281952;19,55443287
142,2130381;19,61925857
142,3080522;19,65825804
142,4198244;19,68657853
142,5534084;19,71213565
142,7179286;19,74026359
142,9281094;19,77510743
143;18,03106494
143,0453163;18,619473
143,0906327;18,99593225
143,1507348;19,29620552
143,2158183;19,47503292
143,2889464;19,58157638
143,3717541;19,64388072
143,4669376;19,68185279
143,5782811;19,70847379
143,7114524;19,73190787
143,8753231;19,75733758
144;18,37864085
144,0490441;18,87780071
144,0980881;19,18605421
144,1612918;19,41783848
144,2302817;19,55341853
144,308237;19,63279173
144,3971468;19,67919954
144,5002463;19,70863392
144,6221815;19,731245
144,770079;19,75332083
144,9554085;19,7790279
145;15,97487716
145,0417787;17,16203609
145,0835575;17,94523256
145,1348065;18,55274421
145,1901267;18,94064456
145,2512325;19,18342754
145,3191961;19,32883811
145,3956095;19,41263533
145,4826137;19,45998171
145,5832174;19,48780488
145,7017954;19,50688783
145,8449891;19,52377709
146;18,50909559
146,0538842;18,90456342
146,1077684;19,13735901
146,1753429;19,30031707
146,2498522;19,39245638
146,3347146;19,44434895
146,4324839;19,47392671
146,5472822;19,49296824
146,6852163;19,50861511
146,8559657;19,52514957
147;17,48682313
147,0450548;18,16669651
147,0901097;18,60116719
147,1483499;18,9398423
147,2114584;19,14248706
147,2821091;19,2617194
147,361824;19,32858629
147,4530379;19,36522697
147,5591428;19,38616223
147,6851526;19,40039877
147,8388008;19,41322993
148;18,06508013
148,0502378;18,5565496
148,1004757;18,85514696
148,1641153;19,07221412
148,2337871;19,19670742
148,3125675;19,2666013
148,4025323;19,30431096
148,5070112;19,32500696
148,6308117;19,33808276
148,7813365;19,34902707
148,9705532;19,36100606
149;17,6706892
149,0514959;18,29218819
149,1029918;18,66450028
149,1640097;18,91815236
149,2311715;19,06716343
149,3067094;19,1514308
149,392583;19,19662799
149,491723;19,22024194
149,608338;19,23332053
149,7487971;19,24238383
149,9232159;19,25106212
150;17,23602631
150,0446135;17,89773318
150,0892271;18,32173036
150,1476248;18,65591182
150,2108197;18,85406843
150,2815932;18,96906265
150,3614584;19,03166006
150,452865;19,06376443
150,5592229;19,07964291
150,6855767;19,08800209
150,8397128;19,09373386
151;17,42601589
151,0481665;18,00779374
151,0963331;18,36741498
151,1572394;18,63281985
151,2236734;18,78679756
151,2984097;18,87318583
151,3832525;18,91820155
151,4810608;18,93993169
151,5958957;18,94977822
151,7338847;18,95439017
151,9047125;18,95727063
152;17,29480474
152,0467237;17,8592518
152,0934473;18,2129584
152,1543074;18,48362189
152,2204305;18,639813
152,2948244;18,72715825
152,3792277;18,77211061
152,4764693;18,79302249
152,5905482;18,80145448
152,7274911;18,80411686
152,8968029;18,80446413
153;17,47944985
153,0490561;17,94570034
153,0981121;18,23089368
153,1619948;18,443093
153,2316934;18,5616858
153,3105551;18,62526834
153,400614;18,65594695
153,5052182;18,6685954
153,629188;18,6722035
153,7799519;18,67167157
153,9695231;18,66923941
154;17,02031295
154,0515933;17,62281189
154,1031866;17,98184919
154,1645317;18,22487292
154,2320555;18,36481728
154,3080485;18,44088839
154,3944965;18,47813434
154,4943824;18,49345526
154,6119961;18,49730984
154,7538453;18,49554745
154,9302922;18,49090991
155;17,17604523
155,0484336;17,63221225
155,0968671;17,91248143
155,1608161;18,12383404
155,2304646;18,24081571
155,3092866;18,30246279
155,3992906;18,33082241
155,5038237;18,34071131
155,6276971;18,3410105
155,7783248;18,33643498
155,967694;18,32891067
156;17,67310943
156,0616991;17,9441165
156,1233983;18,088987
156,1981361;18,17658946
156,2818904;18,21911245
156,3785191;18,23647799
156,4917287;18,24020813
156,6274852;18,23693786
156,7950765;18,2298187
157;16,26446476
157,0459755;16,91672864
157,091951;17,32748199
157,1508198;17,63902831
157,2147416;17,82066343
157,2863833;17,92216307
157,367338;17,97313246
157,4601385;17,99433172
157,5683316;17,99902176
157,6971861;17,99493826
157,854878;17,98590199
158;17,00304444
158,053314;17,36485271
158,1066281;17,57550777
158,1749334;17,72123863
158,2500908;17,79696217
158,335822;17,83236156
158,4347054;17,8443325
158,5509946;17,84354016
158,690996;17,83580222
158,8647498;17,82357771
159;16,19715176
159,047005;16,74408011
159,0940101;17,08432317
159,1552438;17,34169181
159,2218061;17,48698244
159,2967466;17,56462538
159,3818384;17,60033888
159,479971;17,61175965
159,5952381;17,60975025
159,7338263;17,60024748
159,9055235;17,58570921
160;16,61117055
160,0520157;16,96234326
160,1040314;17,16902436
160,1723295;17,31593284
160,2472121;17,39122692
160,3326451;17,42544261
160,4311318;17,43555684
160,5468931;17,43229099
160,6861608;17,42142277
160,8588473;17,40525183
161;16,42803052
161,0522439;16,77890197
161,1044878;16,98472643
161,1728442;17,12998909
161,2478345;17,20403811
161,3333973;17,23714817
161,4320534;17,24619774
161,5480408;17,24180523
161,6876225;17,2296469
161,8607656;17,21190224
162;16,55630336
162,0566337;16,80185405
162,1132674;16,93847417
162,1878422;17,02873197
162,2702731;17,0694428
162,3654224;17,08269677
162,4766151;17,08029445
162,6096074;17,06896627
162,7732121;17,0515994
163;16,38659361
163,057932;16,63545918
163,115864;16,77188014
163,1905882;16,85911246
163,2734695;16,89801833
163,3691468;16,90993697
163,4810515;16,90644987
163,6150203;16,89408018
163,7800302;16,87554137
164;15,89234989
164,0533052;16,2451897
164,1066103;16,44944305
164,1751458;16,58940314
164,250542;16,65978354
164,3365848;16,68984476
164,4358701;16,69614167
164,5526975;16,6889633
164,693447;16,673685
164,8682906;16,65215758
165;15,99873889
165,0565195;16,24118002
165,113039;16,37570642
165,1876982;16,46411094
165,2701915;16,50291794
165,3654304;16,51410845
165,4767395;16,50937328
165,6098926;16,4952974
165,7737282;16,47456833
166;15,80905601
166,0579837;16,05529499
166,1159673;16,18965121
166,190791;16,2747359
166,2737883;16,31158377
166,3696177;16,32134354
166,4817235;16,31546239
166,6159694;16,3002967
166,7813782;16,27834287
167;15,93082193
167,0664283;16,06147745
167,1328565;16,12415809
167,2197513;16,15622567
167,317542;16,16237869
167,432996;16,15428757
167,5716641;16,13750512
167,7435358;16,11395082
167,9649073;16,08276028
168;15,44383682
168,0615502;15,6996655
168,1231003;15,83374454
168,1983024;15,91161649
168,2825145;15,94436496
168,3797622;15,95128853
168,493789;15,94327877
168,6306765;15,92619017
168,7999026;15,90211349
169;15,87280292
169,2950841;15,82933909
169,6919917;15,77081331
170;15,40888348
170,0638768;15,53514922
170,1277537;15,59728388
170,2144141;15,63075413
170,3112802;15,63712325
170,425644;15,62866392
170,5627641;15,61110909
170,7324025;15,58647118
170,9503583;15,55389757
171;15,54645439
171,2482083;15,5091831
171,6966907;15,44177608
172;15,07993711
172,0627363;15,20432639
172,1254726;15,26627712
172,2120242;15,30050506
172,3084751;15,30709072
172,4223482;15,29859674
172,5587735;15,2808456
172,7274113;15,25590472
172,9438401;15,22294633
173;15,53065155
173,0665156;15,38099373
173,1330312;15,29918131
173,2200009;15,24196437
173,317894;15,207371
173,4334841;15,18180451
173,5723409;15,15811515
173,7444869;15,13148023
173,9662778;15,09800891
174;14,77664603
174,0710407;14,91196883
174,1420813;14,97294866
174,2295529;15,00003538
174,3291972;15,00304357
174,4468711;14,99242149
174,5886953;14,97320595
174,7651418;14,94685382
175;15,22730532
175,065554;15,07922387
175,131108;14,99760589
175,2179723;14,93958365
175,3154977;14,90468366
175,4306504;14,87900124
175,5688866;14,85532997
175,7401358;14,82880427
175,9605537;14,79553282
176;14,78959537
176,1972315;14,75994564
176,6554725;14,69113173
177;15,27278901
177,0545634;15,02274548
177,1091268;14,87453432
177,183682;14,76215197
177,265626;14,69899859
177,3602412;14,66059563
177,4707053;14,63414033
177,6027024;14,61125795
177,7648768;14,58671178
177,9715342;14,55661392
178;14,86961107
178,0722099;14,71112408
178,1444198;14,62887535
178,2319717;14,57679858
178,3320198;14,5447116
178,450163;14,52075927
178,5926616;14,49815303
178,7700871;14,47239106
179;14,75712198
179,0653857;14,60955513
179,1307715;14,52845784
179,2175525;14,47115548
179,3149454;14,43725323
179,4299264;14,41285076
179,5679235;14,39077639
179,7388261;14,36626258
179,9587145;14,33560273
180;14,64754972
180,0693429;14,49368994
180,1386858;14,41206496
180,2258887;14,35823411
180,3247875;14,32585276
180,4415569;14,30226188
180,5820964;14,28053831
180,7566767;14,256119
181;14,54091107
181,0657028;14,39295343
181,1314055;14,31204305
181,21819;14,25544503
181,3156709;14,22217593
181,4307498;14,19846696
181,5688878;14,1771887
181,7399931;14,15364147
181,9601918;14,12421252
182;15,0745305
182,0558834;14,69565577
182,1117669;14,47600997
182,1805501;14,32616615
182,2567419;14,24054699
182,3437016;14,19102061
182,4441966;14,1608229
182,5626413;14,13900785
182,7056451;14,11885994
182,8837817;14,09610425
183;14,7200893
183,0561216;14,46412509
183,1122432;14,31523607
183,1868245;14,20708967
183,2691466;14,14706181
183,3641793;14,11167199
183,4752122;14,08832088
183,6079862;14,06891173
183,7712769;14,04850218
184;14,34088682
184,0665923;14,19187153
184,1331845;14,11156221
184,2199719;14,05702382
184,3176927;14,02564301
184,4330365;14,00401854
184,5715566;13,98514611
184,7432118;13,9645282
184,9642528;13,93883707
185;14,57497033
185,0613031;14,30148863
185,1226062;14,1502541
185,197636;14,05187828
185,2816089;13,99683749
185,3785516;13,96458247
185,4921714;13,94314683
185,6284964;13,92503363
185,7969087;13,90567244
186;14,52466492
186,0573809;14,26408274
186,1147618;14,11467118
186,1893933;14,00958732
186,2720524;13,95164388
186,3674643;13,91812579
186,4790123;13,89659699
186,6124913;13,87915964
186,7767962;13,86106187
187;14,48030554
187,0578027;14,21815481
187,1156054;14,06859588
187,1902486;13,96457311
187,2730155;13,90738947
187,3685476;13,8745818
187,4802593;13,85376944
187,6139624;13,83712475
187,77859;13,81996758
188;14,44189488
188,0577454;14,17979726
188,1154907;14,03033637
188,1901007;13,92649095
188,2728198;13,86965011
188,3682913;13,83732633
188,4799224;13,81713539
188,6135146;13,80126635
188,7779828;13,78508139
189;14,73244462
189,0532377;14,36472011
189,1064753;14,14695396
189,1748529;13,99095673
189,25007;13,90371768
189,3358827;13,85497847
189,4348704;13,82749291
189,5512993;13,80996092
189,6914949;13,79559383
189,8655313;13,78036068
190;14,73982661
190,0520253;14,37794815
190,1040506;14,16128246
190,1722854;14,00199742
190,247104;13,91340637
190,3324532;13,86423212
190,430832;13,83701003
190,546449;13,82025077
190,6855165;13,80707451
190,857912;13,79345581
191;14,10694498
191,0649917;13,96141612
191,1299835;13,88320879
191,2163523;13,83055738
191,3132068;13,80260695
191,4274678;13,78566697
191,56447;13,77279581
191,7339297;13,75980893
191,9516162;13,74404971
192;14,71510866
192,0542763;14,34061606
192,1085525;14,12155316
192,1769283;13,96907538
192,2523581;13,88435684
192,3383998;13,83797393
192,4376929;13,81283021
192,5545285;13,79782771
192,69529;13,78638058
192,8701511;13,77470745
193;14,41770892
193,0562529;14,15977478
193,1125059;14,01143426
193,1868052;13,90643897
193,2688623;13,85059075
193,3635344;13,82058045
193,4740945;13,80385006
193,6062178;13,79255092
193,768575;13,78221604
193,9755077;13,7702174
194;14,74810751
194,0583976;14,35151962
194,1167952;14,12910787
194,1854595;13,98828078
194,2620518;13,91004743
194,3494152;13,86812047
194,4504577;13,84608048
194,5696321;13,83351305
194,7136568;13,82432788
194,8932887;13,81512685
195;14,46439523
195,0556627;14,208075
195,1113254;14,06016769
195,1854968;13,95470237
195,2672876;13,89926412
195,3616377;13,87021092
195,4717671;13,85491115
195,6033008;13,8454992
195,7648122;13,83757522
195,9704684;13,82869375
196;14,81158516
196,0573758;14,41907356
196,1147515;14,19709812
196,1832597;14,05398809
196,259473;13,97512524
196,3463908;13,9334614
196,4468462;13,91239025
196,5652339;13,90136143
196,7081594;13,89425187
196,8861809;13,88774547
197;14,54162576
197,0557834;14,28445218
197,1115668;14,13658576
197,1856757;14,03202479
197,2674283;13,97765803
197,3617208;13,94993413
197,471776;13,93623977
197,6032074;13,92877628
197,7645726;13,92326065
197,9700079;13,91745307
198;14,24599279
198,0713097;14,09160541
198,1426194;14,01505373
198,2294111;13,97123424
198,3284009;13,94987569
198,4451407;13,93933663
198,5856816;13,93331921
198,7602499;13,92841155
199;14,91260707
199,0523354;14,5450538
199,1046709;14,32694377
199,1726643;14,17001824
199,2472948;14,08469599
199,332385;14,03992087
199,4304331;14,01818876
199,5456074;14,0081377
199,6840614;14,00317131
199,8555655;13,9997987
200;14,32818196
200,0648351;14,18395571
200,1296701;14,10816187
200,2156806;14,05970539
200,3121165;14,03701949
200,4258069;14,02664298
200,5620247;14,02183621
200,7303479;14,01891987
200,9463031;14,01613761
201;15,00961144
201,0532576;14,63627832
201,1065152;14,41702855
201,1745321;14,26311041
201,2493762;14,17974836
201,3347023;14,13664475
201,433063;14,11643879
201,5486528;14,10794092
201,6876835;14,10470997
201,8600252;14,10342401
202;14,7673283
202,0562955;14,50745429
202,1125909;14,35952015
202,1865968;14,25729079
202,2683565;14,20532995
202,3626304;14,1804228
202,4726675;14,17002822
202,6040722;14,16651352
202,7653997;14,16584994
202,970778;14,16622114
203;15,16557435
203,0572586;14,77024493
203,1145171;14,54755048
203,1828065;14,40534809
203,258764;14,32857098
203,3453543;14,29004405
203,445385;14,27308665
203,5632027;14,26719801
203,7053334;14,26645073
203,8821924;14,2679405
204;14,60305026
204,0640245;14,46052771
204,128049;14,38584982
204,2138118;14,33859291
204,3097742;14,31797674
204,4228681;14,3104101
204,5582542;14,30918012
204,7253781;14,31078339
204,9395078;14,31383636
205;14,64887015
205,0650246;14,50482892
205,1300492;14,43021237
205,2159042;14,38410047
205,3122262;14,36417019
205,4257436;14,3571525
205,5617286;14,35642791
205,7297131;14,35858348
205,9451536;14,36231829
206;14,6977855
206,0660105;14,55225419
206,132021;14,47771634
206,2179654;14,43271787
206,3146413;14,41346158
206,4285751;14,40698777
206,5651499;14,40676885
206,7339829;14,40948084
206,9507171;14,41390536
207;14,74977479
207,0670322;14,60271637
207,1340643;14,52827887
207,220102;14,48441093
207,3171467;14,46583911
207,4315145;14,45991576
207,5687047;14,46020821
207,7384238;14,46348346
207,9565107;14,46860769
208;15,81254584
208,0516354;15,32206427
208,1032709;15,03015415
208,1671875;14,82721275
208,2374174;14,7140382
208,3168568;14,65464109
208,4076693;14,6273108
208,5132581;14,61765723
208,6385641;14,61708087
208,7912163;14,62103772
209;14,96488616
209,0668002;14,81838774
209,1336005;14,7445551
209,2195186;14,70156932
209,3163753;14,68425787
209,4304996;14,67996558
209,5673515;14,68229504
209,736581;14,68812702
209,9539213;14,69654763
210;15,03533134
210,067567;14,88773987
210,135134;14,81405126
210,2211206;14,77197375
210,3182527;14,75525329
210,4327009;14,75146736
210,5700122;14,7542953
210,7399034;14,76069443
210,9582542;14,76982916
211;15,10893154
211,0684211;14,96009873
211,1368423;14,88655651
211,2229039;14,8454474
211,3203421;14,82934719
211,4351496;14,82608434
211,5729715;14,82942149
211,7435988;14,83639744
211,9630746;14,8462588
212;14,8479342
212,1846269;14,85634615
212,642024;14,87726633
213;15,23133595
213,0621264;15,09228591
213,1242527;15,0189772
213,2096101;14,97226331
213,3046522;14,95374194
213,4166108;14,94937026
213,5504105;14,95237756
213,7152542;14,95940151
213,9259203;14,96945676
214;15,31110567
214,0626621;15,17125579
214,1253242;15,09802912
214,210723;15,05205779
214,3059478;15,03404583
214,4181198;15,03013643
214,5522208;15,03361611
214,7174961;15,04118516
214,9288172;15,0519261
215;15,73281049
215,0549253;15,47580496
215,1098506;15,32875784
215,1834492;15,22610722
215,264478;15,17621281
215,3578544;15,15508864
215,4666968;15,14999862
215,5964678;15,15331391
215,7554581;15,16127079
215,9573178;15,17269147
216;15,51430478
216,0681562;15,36609241
216,1363125;15,29317297
216,2222516;15,2529352
216,3194894;15,23809975
216,4340389;15,23647803
216,5715013;15,2418677
216,7416081;15,25142103
216,960289;15,2646061
217;15,2670187
217,1985552;15,27912116
217,6528408;15,30688472
218;14,98893197
218,0618003;15,13462085
218,1236007;15,21480465
218,2088547;15,27111961
218,3037041;15,30001252
218,4154196;15,31643911
218,5488819;15,32774244
218,7132409;15,3382998
218,9231723;15,35068768
219;15,69432561
219,0622058;15,55533529
219,1244117;15,4824758
219,2097083;15,43670608
219,3047074;15,41928715
219,4166004;15,41625859
219,5503123;15,42089444
219,7150288;15,42993556
219,9255024;15,44257173
220;15,78662428
220,0625438;15,64711373
220,1250877;15,57433378
220,2103998;15,52910371
220,3055031;15,51210129
220,4175153;15,50948622
220,5513961;15,51457135
220,7163543;15,52414551
220,9271947;15,5374573
221;15,54210393
221,3640263;15,56547066
221,7893974;15,59290671
222;15,26672905
222,0649401;15,4180984
222,1298802;15,49906567
222,2154547;15,5527063
222,3114589;15,5806517
222,4245412;15,59683505
222,5599296;15,60838257
222,727051;15,61951494
222,9411791;15,63277973
223;15,63638924
223,2941044;15,65435691
223,730742;15,68096082
224;15,69744508
224,3572942;15,71924633
224,784526;15,7451913
225;16,09801829
225,0647741;15,95503499
225,1295482;15,88219888
225,2151046;15,83911586
225,3110462;15,82311676
225,4240541;15,82105094
225,5593377;15,82643194
225,7263084;15,83620763
225,9402072;15,84973473
226;15,51402345
226,0649395;15,66539688
226,1298789;15,74636675
226,2154527;15,80000941
226,3114561;15,82795584
226,4245372;15,84413965
226,5599241;15,8556873
226,7270432;15,86681961
226,9411678;15,8800842
227;15,20574272
227,0566957;15,47556998
227,1133915;15,62997932
227,1871383;15,73747838
227,2687164;15,79485912
227,3627268;15,8255875
227,4724226;15,84252526
227,6033577;15,85370773
227,7640133;15,86370883
227,9683787;15,87518648
228;15,87693697
228,1581067;15,88564684
228,5812288;15,90884109
229;15,93169148
229,2792405;15,94712781
229,5584811;15,96249758
229,9119018;15,981884
230;15,98674306
230,4404912;16,01083847
230,7434279;16,02750751
231;16,04163508
231,3673617;16,06178548
231,8192716;16,08640313
232;15,7580758
232,0650671;15,90861246
232,1301342;15,98876381
232,215774;16,0413724
232,3118803;16,06831337
232,4250949;16,08339772
232,5606665;16,09367793
232,7280524;16,10327083
232,9425825;16,11457559
233;15,77950665
233,0654099;15,93024163
233,1308198;16,0101455
233,2165163;16,06213041
233,3127724;16,08861638
233,4261689;16,10327735
233,5619962;16,11311781
233,7297498;16,12220182
233,9448401;16,13287135
234;15,79787846
234,0658277;15,94893843
234,1316555;16,02860327
234,2174158;16,07990172
234,3138492;16,10590555
234,42746;16,12012986
234,563589;16,12952572
234,7317769;16,13810019
234,9475286;16,14813587
235;15,81321199
235,0663336;15,96473376
235,1326672;16,04416253
235,218501;16,0946995
235,3151453;16,12018832
235,4290103;16,13395989
235,5654976;16,14290518
235,7342014;16,15096909
235,9507397;16,16037231
236;15,8255104
236,0669512;15,97766556
236,1339024;16,05686008
236,2198219;16,10654198
236,3167199;16,13147464
236,43089;16,14477336
236,5678077;16,15326055
236,7371318;16,1608125
236,9546165;16,16958473
237;16,17139296
237,2269177;16,18038497
237,6760205;16,19811657
238;16,21093079
238,4038148;16,22682956
238,7144055;16,23914068
239;15,91385493
239,0632187;16,05955673
239,1264373;16,13807108
239,2119692;16,19086692
239,3074784;16,21695698
239,4200036;16,23061151
239,5545973;16,23891713
239,7205805;16,24594125
239,9329764;16,25389152
240;15,5841986
240,0555882;15,84646334
240,1111764;15,99761237
240,184947;16,10473931
240,2663027;16,16072816
240,3600778;16,1895057
240,4694511;16,20392306
240,5999476;16,21196024
240,7599748;16,21803148
240,9633942;16,22447718
241;15,89006066
241,0695729;16,04488085
241,1391458;16,12305119
241,2254245;16,1692611
241,3234005;16,19193623
241,4388661;16,20332259
241,577616;16,20995671
241,749585;16,21543305
241,9711135;16,22163796
242;15,88724457
242,0713166;16,04435166
242,1426332;16,12223931
242,2291226;16,16670821
242,3277906;16,18843445
242,4440819;16,19915678
242,5840049;16,20525968
242,7576713;16,21020705
243;15,88138639
243,0651034;16,02843015
243,1302068;16,1057801
243,2160335;16,15529311
243,3123463;16,17903736
243,4258449;16,19053706
243,5618059;16,19662471
243,7297551;16,2010911
243,945142;16,20584759
244;16,20702892
244,2742902;16,21286667
244,7150944;16,22218308
245;15,89377345
245,0626398;16,03645987
245,1252797;16,11326138
245,2108579;16,16476946
245,3062647;16,1892034
245,4186914;16,20084836
245,5531392;16,20671045
245,7189155;16,21070198
245,9309961;16,21476316
246;15,88190394
246,063607;16,02582885
246,127214;16,10247547
246,212915;16,152762
246,3087032;16,17647947
246,4215865;16,18756936
246,5566768;16,19293934
246,7233754;16,19640847
246,936858;16,19983802
247;15,86702748
247,0645857;16,0121858
247,1291714;16,08865617
247,2149966;16,13772882
247,3111719;16,16073131
247,4245188;16,17126628
247,560262;16,17614224
247,7278992;16,17908477
247,9428103;16,18187543
248;16,18258584
248,2859484;16,18606328
248,7249053;16,1913329
249;15,86126494
249,0630067;16,00353425
249,1260134;16,07957171
249,2116851;16,12981536
249,3072855;16,15315225
249,4199536;16,16365971
249,5547381;16,16825152
249,7209983;16,17072097
249,9338142;16,17285361
250;15,84038324
250,0641051;15,98408246
250,1282103;16,05996205
250,214019;16,10887137
250,3100508;16,1314393
250,423235;16,1413633
250,5587461;16,14544761
250,7260504;16,14738362
250,9404543;16,14887192
251;15,81650392
251,0652431;15,96166646
251,1304862;16,03736319
251,2164366;16,08492527
251,3129165;16,1067162
251,4266368;16,11605206
251,5629038;16,11962465
251,7312956;16,12102166
251,9473563;16,12185701
252;15,78962967
252,0664974;15,93640597
252,1329947;16,01189653
252,2190997;16,05803238
252,316074;16,07900876
252,4303853;16,08773685
252,5674871;16,09078706
252,7370814;16,09163703
252,9549767;16,09180968
253;16,09182361
253,2251167;16,09184518
253,6752945;16,09182323
254;15,75976961
254,0618779;15,8988732
254,1237558;15,97371182
254,2093757;16,02382119
254,3046277;16,04638338
254,4168967;16,0557262
254,5511146;16,05877298
254,7165635;16,05926353
254,9281461;16,05883392
255;15,72692155
255,0632464;15,86789103
255,1264928;15,94261041
255,2122792;15,99110987
255,3080625;16,01277829
255,4209667;16,02147065
255,5560782;16,02397668
255,7228098;16,02391464
255,9363416;16,02282311
256;15,36004103
256,0562369;15,618397
256,1124738;15,76533477
256,1865205;15,86673479
256,2683097;15,91784742
256,3626261;15,94184429
256,4727183;15,95121628
256,6041989;15,95353249
256,765635;15,9527358
256,9711772;15,95051001
257;15,61947388
257,0715234;15,77200368
257,1430467;15,84606095
257,2297917;15,88646403
257,328789;15,90395698
257,4455223;15,90993205
257,5860589;15,91045416
257,7606193;15,90853547
258;15,90506358
258,3022208;15,90052892
258,7003458;15,89449043
259;15,89000905
259,3512919;15,88470435
259,7351997;15,87884226
260;15,87495237
260,309614;15,87030532
260,6936677;15,86448105
261;15,52953017
261,0637458;15,66995896
261,1274915;15,7436557
261,213401;15,79048354
261,3094443;15,81069415
261,422672;15,8178709
261,5582353;15,81867912
261,7256175;15,81657691
261,940139;15,8128925
262;15,48179917
262,0652952;15,62428701
262,1305903;15,69779815
262,2166874;15,74290215
262,3133357;15,76215863
262,4272862;15,76864928
262,5638693;15,76889011
262,7327191;15,76620648
262,9494771;15,76181884
263;15,76077019
263,2526147;15,7554684
263,6980685;15,74605681
264;15,73971497
264,3927517;15,73140232
264,7255544;15,72439217
265;15,71865701
265,3549621;15,71116972
265,7736168;15,70222802
266;15,36789705
266,0650878;15,50972915
266,1301757;15,58296232
266,216267;15,62795498
266,3128546;15,64698394
266,4267367;15,6531659
266,5632219;15,65301275
266,731931;15,64983092
266,9484742;15,64479993
267;15,31421147
267,0668283;15,4583465
267,1336566;15,53135257
267,2199561;15,57449477
267,3172238;15,59250727
267,4319177;15,59796869
267,5695509;15,59722644
267,7399148;15,5934433
267,9589846;15,58768244
268;15,58658522
268,2050772;15,58105818
268,6596257;15,56873695
269;15,55952465
269,4008315;15,54859681
269,69957;15,54057188
270;15,53247524
270,349585;15,52300398
