t (s);u (mA)
270,7310062;15,51260919
271;15,83478801
271,0649196;15,69027143
271,1298392;15,61401654
271,2159338;15,5647818
271,3124804;15,5410683
271,4263185;15,52938856
271,56274;15,5229689
271,731358;15,51803392
271,947762;15,51265031
272;15,51137811
272,2611898;15,50507924
272,7052209;15,49443407
273;15,48732326
273,386474;15,47806255
273,8080969;15,46812569
274;15,46329441
274,2841285;15,45643357
274,6655293;15,44728738
275;15,43924564
275,3695105;15,43040787
275,7275525;15,42185972
276;15,41519816
276,2973576;15,4080196
276,660768;15,39930249
277;15,39115205
277,3580925;15,38257926
277,7018739;15,37433826
278;15,36710716
278,3063457;15,35971223
278,6506497;15,35144349
279;15,67276115
279,0635896;15,53035902
279,1271792;15,45432895
279,2131043;15,40407607
279,3091231;15,3800895
279,4223287;15,36847356
279,5578586;15,36235928
279,7251935;15,35791423
279,9396428;15,35320937
280;15,02222305
280,0652241;15,16423924
280,1304482;15,23746496
280,2165574;15,28232703
280,3131999;15,30129616
280,4271477;15,30744698
280,5637257;15,30727921
280,7325685;15,30408989
280,9493157;15,29905288
281;15,29784897
281,2534217;15,29177053
281,6987918;15,28102553
282;15,27379657
282,3922012;15,26432075
282,7258269;15,25629234
283;15,57943836
283,0634635;15,43728909
283,126927;15,36130015
283,2128445;15,31094514
283,3088223;15,28691573
283,4219804;15,27527837
283,5574429;15,26915606
283,7246811;15,26470975
283,9389831;15,26000713
284;15,58873447
284,0650949;15,44400934
284,1301899;15,36796121
284,2162651;15,31930956
284,3128375;15,29619422
284,426698;15,28520778
284,5631537;15,2796102
284,7318201;15,27568721
284,9482983;15,27160055
285;15,27065148
285,2585084;15,26596719
285,7028988;15,25797752
286;15,2525943
286,38854;15,24561651
286,8088767;15,23823553
287;15,23456401
287,2828674;15,22942883
287,6624832;15,22260106
288;15,54687881
288,0629367;15,40563788
288,1258734;15,32992056
288,2116945;15,27949166
288,3074332;15,25576985
288,4202989;15,2446785
288,5553516;15,23931738
288,7220003;15,23586361
288,9354055;15,23245574
289;15,23146355
289,3229723;15,2265991
289,756318;15,22016145
290;15,54711442
290,0641908;15,4039223
290,1283816;15,32819188
290,2143233;15,27914948
290,3105173;15,25620656
290,4239205;15,24570147
290,5597327;15,24084409
290,7274724;15,2379155
290,9425384;15,23513895
291;15,23442929
291,2873079;15,23095589
291,726539;15,22571492
292;15,22238162
292,3635736;15,21801873
292,7917825;15,2130147
293;15,54138754
293,0652573;15,39654932
293,1305146;15,32084438
293,2165544;15,27298893
293,3131323;15,25073961
293,4269878;15,24077907
293,5634401;15,23641167
293,7321004;15,23400978
293,9485698;15,23187561
294;15,56277389
294,0667648;15,4156348
294,1335296;15,33996405
294,2197169;15,29366967
294,3168492;15,27228237
294,4313596;15,26295163
294,5687397;15,25911122
294,7387364;15,25725124
294,9572459;15,25576763
295;14,9241188
295,0684615;15,07281175
295,136923;15,14749478
295,223299;15,19101718
295,3210822;15,21028012
295,4363663;15,21754977
295,5748436;15,21917432
295,7464236;15,21841295
295,9673545;15,21657191
296;15,54766506
296,070622;15,39468459
296,1412439;15,31896458
296,2278577;15,27593861
296,3264722;15,25599942
296,4427438;15,24738774
296,5826249;15,24383414
296,756235;15,24205484
297;15,57217003
297,0652391;15,42745543
297,1304782;15,35198972
297,2164804;15,30455143
297,3130139;15,2828302
297,4268091;15,27352964
297,5631785;15,26997385
297,7317187;15,26858516
297,9480051;15,26775545
298;15,26758332
298,2599743;15,26678459
298,7038229;15,26548396
299;15,26457341
299,3874332;15,26344435
299,8080326;15,26238473
300;15,59364979
300,0657698;15,44814792
300,1315396;15,37276741
300,2175816;15,32602371
300,314297;15,30478248
300,4283043;15,29592143
300,5649749;15,29281749
300,7339484;15,29195148
300,950896;15,29177826
301;15,29176399
301,24552;15,2917485
301,6919339;15,29178297
302;15,29177402
302,3971319;15,29182773
302,7231334;15,29182507
303;15,29178581
303,3553095;15,29180323
303,7713196;15,29193195
304;15,95695227
304,0565703;15,69604293
304,1131405;15,54800138
304,1871571;15,44644461
304,2689896;15,39494096
304,3633452;15,37044012
304,4734931;15,36043882
304,605049;15,35734862
304,7665934;15,35718378
304,9722988;15,35818083
305;15,02558908
305,0717021;15,18058617
305,1434042;15,25637629
305,2300665;15,29842028
305,3290235;15,3177589
305,4456865;15,32586995
305,5861299;15,32894378
305,7605529;15,330185
306;15,66379008
306,0651024;15,51946912
306,1302048;15,4443884
306,2161431;15,39748751
306,3125733;15,37652076
306,4262353;15,36819147
306,5624196;15,36584573
306,7306925;15,36597464
306,9465718;15,36710097
307;15,03466147
307,0663407;15,18152414
307,1326815;15,25727464
307,2187541;15,30384516
307,3156528;15,32519581
307,4298711;15,33430979
307,5668422;15,33779094
307,7362479;15,3391587
307,9538553;15,33999042
308;15,34014417
308,2307236;15,34086273
308,679792;15,34219724
309;15,6759206
309,0618816;15,53673641
309,1237632;15,46194422
309,2093512;15,41201609
309,3045708;15,38969995
309,4167945;15,38067741
309,5509507;15,37803012
309,7163105;15,37804012
309,927758;15,37911304
310;15,37952793
310,3612098;15,38173136
310,7881535;15,38446498
311;15,7186881
311,0651177;15,57435763
311,1302353;15,49937786
311,2161536;15,4526986
311,3125668;15,43200103
311,4262038;15,42400478
311,5623544;15,42206648
311,7305782;15,42270289
311,9463829;15,42448183
312;15,42495268
312,2680856;15,42737264
312,7102673;15,43142821
313;15,43403616
313,3808569;15,43752636
313,804178;15,44156369
314;15,44314229
314,2876557;15,44573239
314,6746836;15,44928036
315;15,45223113
315,3657772;15,45559428
315,7312865;15,45898904
316;15,46132173
316,2996726;15,4640217
316,6693632;15,46740928
317;15,80385196
317,0633;15,66243219
317,1266;15,58769492
317,2123015;15,53954047
317,3080098;15,51835207
317,4208055;15,51029642
317,55577;15,50859046
317,7222887;15,50965824
317,9354974;15,51204478
318;15,51280636
318,3225128;15,51671096
318,7554198;15,52204066
319;15,19148515
319,0640736;15,33545563
319,1281472;15,41159363
319,2139372;15,46082962
319,3099411;15,48372186
319,4230889;15,49400504
319,5585495;15,49850635
319,725781;15,50095079
319,9400743;15,50308797
320;15,50365079
320,2996284;15,50638278
320,7363268;15,51029032
321;15,51273684
321,3521341;15,51592585
321,7807865;15,51968989
322;15,52181424
322,3075729;15,52461876
322,7200468;15,52830905
323;15,53089878
323,3456216;15,53402951
323,7485148;15,53759429
324;15,87341929
324,0646839;15,72984813
324,1293679;15,65502924
324,2152248;15,60817854
324,3114593;15,58757584
324,424881;15,57982272
324,5607284;15,57825191
324,7285159;15,57937854
324,9436558;15,58179984
325;15,58246535
325,2817209;15,58586524
325,7214734;15,59123954
326;15,26114126
326,0628877;15,40319758
326,1257753;15,47921082
326,2114364;15,52956149
326,3069948;15,55294487
326,4196134;15,5634759
326,5543279;15,56807725
326,7204878;15,57054936
326,9331511;15,57268156
327;15,57330967
327,3342444;15,57634483
327,7652807;15,58016041
328;15,91583046
328,0644019;15,77270004
328,1288038;15,69789762
328,2146296;15,65078551
328,3107572;15,63006546
328,424052;15,6222518
328,5597202;15,62065399
328,7272499;15,62176884
328,9419972;15,62418314
329;14,95833714
329,0570166;15,22198603
329,1140333;15,37121494
329,188062;15,4729743
329,2700075;15,52514998
329,3644888;15,55060998
329,4748075;15,56185528
329,6065966;15,56650074
329,7684754;15,56861019
329,9746854;15,57010417
330;15,90336122
330,0722572;15,74826008
330,1445145;15,67328687
330,2312201;15,63269836
330,3303733;15,61473749
330,4472651;15,6081302
330,5880362;15,60679708
330,7629339;15,60768566
331;15,60970909
331,3035092;15,61245303
331,7045013;15,61614416
332;15,95223468
332,0634757;15,81054501
332,1269514;15,73579814
332,2126731;15,68781266
332,3084487;15,66670028
332,4213246;15,65868394
332,5564021;15,65699557
332,7230829;15,658071
332,9365384;15,66046203
333;15,32777253
333,0645472;15,47250195
333,1290943;15,54868329
333,2149357;15,59748155
333,3111179;15,62018084
333,4244775;15,63036695
333,5602371;15,63482926
333,7278984;15,63726306
333,942846;15,63940239
334;14,97409995
334,0571586;15,23780872
334,1143173;15,38678531
334,1883736;15,48796151
334,2703798;15,53970372
334,3649341;15,56477327
334,4753505;15,57563313
334,6072735;15,5798577
334,7693442;15,5814699
334,975844;15,58233874
335;15,58242291
335,1207799;15,58281712
335,5536446;15,58407609
335,8815602;15,58507357
336;15,91822274
336,0620647;15,77873857
336,1241293;15,70392304
336,2097368;15,65417099
336,3050243;15,63193309
336,4173287;15,62295096
336,5515985;15,62032132
336,7171212;15,62033829
336,9288159;15,62141431
337;15,9549154
337,0632996;15,81346923
337,1265992;15,73862763
337,2123204;15,69026302
337,3080494;15,66881195
337,420874;15,66042801
337,5558778;15,65831899
337,7224533;15,65888452
337,9357484;15,66062607
338;15,32809772
338,064428;15,47229189
338,1288559;15,54818911
338,2147022;15,5967937
338,3108583;15,61922633
338,4241906;15,62908207
338,5599105;15,63313851
338,7275151;15,63506617
338,9423763;15,63655459
339;15,63692122
339,2881183;15,6386787
339,7268252;15,64128539
340;15,31023279
340,0630957;15,45197028
340,1261915;15,52747931
340,2119084;15,57703051
340,3075796;15,59970218
340,4203392;15,6094846
340,5552503;15,61324251
340,7216932;15,61469967
340,9347864;15,61554325
341;15,61576117
341,3260681;15,61675159
341,7585221;15,61797372
342;15,61879144
342,3284829;15,61978834
342,7538004;15,62098976
343;15,9545686
343,0642634;15,81156599
343,1285269;15,73654073
343,2143733;15,68886822
343,3104863;15,66755701
343,4237713;15,65905144
343,5594233;15,65662929
343,7269305;15,65672811
343,9416433;15,65784077
344;15,32542949
344,0654534;15,47090182
344,1309067;15,54660137
344,2168826;15,59396695
344,3134448;15,61567012
344,4272633;15,62496175
344,563669;15,62851606
344,7322605;15,6299072
344,9486256;15,6307418
345;15,96366001
345,0667223;15,81680976
345,1334446;15,74164782
345,2195589;15,69619769
345,3166027;15,67587888
345,4309932;15,66787994
345,5682082;15,66567687
345,7379653;15,66586187
345,9561094;15,66701403
346;15,00211695
346,0593558;15,27277716
346,1187115;15,42228352
346,1929899;15,51898467
346,2757248;15,56838231
346,3711275;15,59197628
346,4826884;15,60191529
346,6161783;15,60548693
346,780501;15,60651855
347;15,60673729
347,2788541;15,60676952
347,6585852;15,6067484
348;15,9391454
348,0627478;15,79853038
348,1254956;15,72353614
348,2111967;15,67422983
348,3067603;15,65202203
348,4193969;15,64286315
348,5541333;15,63989752
348,7203256;15,63944003
348,9330378;15,63988516
349;15,30766452
349,0640062;15,45050134
349,1280123;15,52581767
349,2138483;15,57420631
349,3098828;15,59618272
349,4230783;15,60541785
349,5586029;15,60868079
349,7259273;15,60960446
349,9403617;15,60979612
350;15,60981498
350,2981916;15,60982817
350,7353023;15,60977392
351;15,60982619
351,353461;15,60981893
351,7822664;15,60969019
352;15,60982815
352,3065751;15,60984196
352,7181423;15,60979041
353;15,27777757
353,0636358;15,41970921
353,1272716;15,49473535
353,213082;15,54317353
353,3089927;15,5649934
353,4220442;15,57395541
353,5573646;15,57683857
353,724396;15,57726804
353,9383842;15,57681634
354;15,90871004
354,0649143;15,76458402
354,1298285;15,68927514
354,2157811;15,64176713
354,3121768;15,62018742
354,4258052;15,61115474
354,5619399;15,60797884
354,730142;15,60708791
354,9459132;15,60690825
355;15,27483226
355,0662472;15,42084645
355,1324945;15,4960361
355,2185925;15,54208607
355,3154933;15,56284218
355,4297216;15,57126246
355,5667047;15,57391457
355,7361283;15,57425841
355,9537629;15,57377543
356;15,90571033
356,0677368;15,75719848
356,1354735;15,68175612
356,2217346;15,63675289
356,3192028;15,61628662
356,4341051;15,60781629
356,5720431;15,60487531
356,7428436;15,60406527
356,9625822;15,60390636
357;15,2718355
357,0695467;15,42288641
357,1390934;15,4981389
357,2255532;15,54134688
357,3237152;15,56083471
357,4394417;15,56861527
357,5785497;15,57099725
357,7510404;15,5712419
357,9733668;15,57072207
358;15,57064976
358,1331662;15,57026791
358,6024884;15,56880027
359;15,89952916
359,0639039;15,7570868
359,1278078;15,68190228
359,2136604;15,63348873
359,3096855;15,61150976
359,4228758;15,60227387
359,5583912;15,59901246
359,7257031;15,59809177
359,940118;15,59790436
360;15,2658265
360,0652134;15,4102278
360,1304269;15,48536158
360,2164121;15,53233979
360,3129209;15,55350935
360,4266837;15,56213966
360,5630083;15,5648811
360,7314837;15,56525797
360,9476715;15,5647871
361;15,23292679
361,0665833;15,37913238
361,1331666;15,45406953
361,2193165;15,49952661
361,316361;15,51983786
361,4307633;15,52783639
361,5679916;15,53004207
361,737769;15,5298619
361,9559437;15,52871656
362;15,52846431
362,2202816;15,52715676
362,6714937;15,52441229
363;15,8541532
363,0618882;15,71483
363,1237765;15,63970907
363,2094184;15,58914806
363,304696;15,56604654
363,417;15,55604485
363,5512657;15,55219749
363,7167836;15,55071375
363,9284708;15,54987061
364;15,54963303
364,3576462;15,54857039
364,7853104;15,54742442
365;15,54663408
365,3035022;15,54570868
365,7118677;15,54453167
366;15,2119077
366,0635555;15,35334442
366,1271109;15,4280788
366,2129339;15,47628065
366,3088365;15,4978157
366,4218831;15,50643963
366,5571952;15,50891591
366,724215;15,50884215
366,9381854;15,50774535
367;15,50739194
367,3090729;15,50553736
367,7444829;15,50284522
368;15,50136801
368,3434605;15,4992932
368,7721216;15,49659676
369;15,8270575
369,0647174;15,68319696
369,1294347;15,60778565
369,2153838;15,55988186
369,3117241;15,53795546
369,4252904;15,52855111
369,5613362;15,52495244
369,7294108;15,52354994
369,9449876;15,52271843
370;15,52253624
370,275062;15,52169411
370,7162529;15,52040884
371;15,51952597
371,3747688;15,51842325
371,8004095;15,5173211
372;15,51653528
372,2915995;15,5156379
372,684402;15,51449249
373;15,51352957
373,3616587;15,5124724
373,7352236;15,5114309
374;15,17880735
374,0651279;15,32271782
374,1302559;15,39756621
374,2162508;15,44431676
374,3127474;15,46520454
374,4264998;15,47349701
374,5628083;15,47582957
374,731261;15,47569925
374,9474141;15,47457685
375;15,80599465
375,0665375;15,65928103
375,133075;15,58375606
375,2192225;15,53748653
375,3162524;15,51628417
375,4306379;15,5072449
375,5678422;15,50379666
375,7375851;15,50244232
375,9557069;15,50161683
376;15,8335305
376,0681206;15,68440833
376,1362412;15,60894591
376,2225416;15,56426676
376,3201537;15,54394409
376,4352263;15,53554596
376,573406;15,53263495
376,7445554;15,53183513
376,9648276;15,53167881
377;15,53166876
377,1758618;15,53165054
377,6359021;15,53168807
378;15,19966224
378,0625631;15,3398291
378,1251262;15,41472347
378,2108258;15,46416074
378,3063397;15,48642305
378,4189212;15,49561193
378,5535786;15,49859244
378,7196581;15,49905821
378,9321986;15,49861965
379;15,16671803
379,0638938;15,30871723
379,1277877;15,38349396
379,2136444;15,43138777
379,3096711;15,45278636
379,4228645;15,46134018
379,5583839;15,46378602
379,7257015;15,46370027
379,9401253;15,46259808
380;15,7939744
380,0652281;15,6493063
380,1304563;15,57385658
380,2164607;15,5264167
380,3129938;15,50469567
380,4267892;15,49539512
380,5631586;15,49183934
380,7316988;15,49045065
380,9479855;15,48962094
381;15,8215089
381,0666281;15,67468258
381,1332562;15,59926554
381,2193932;15,5532885
381,316436;15,53238838
381,4308324;15,52369964
381,5680537;15,52066773
381,7378205;15,51982653
381,955979;15,51965969
382;15,51964699
382,2201048;15,51962975
382,6712959;15,51966063
383;15,51966289
383,4041554;15,51974127
383,710873;15,51970711
384;15,18761413
384,0634235;15,32917848
384,126847;15,40416987
384,2126379;15,45279826
384,3084724;15,47470176
384,4214342;15,48370666
384,5566278;15,4866082
384,7234772;15,48704451
384,9371883;15,48659529
385;15,48642565
385,3140584;15,48548665
385,7485899;15,48410483
386;15,48341686
386,3389728;15,48239338
386,767016;15,48099962
387;15,48040445
387,3178471;15,47945373
387,7369741;15,47812171
388;15,47739524
388,3360457;15,47638144
388,7491625;15,47504819
389;15,47438426
389,3206384;15,47342456
389,7298794;15,47212488
390;15,47137446
390,3339365;15,4703679
390,7369913;15,4690755
391;15,4683636
391,3227466;15,46739708
391,7222558;15,46613067
392;15,46535303
392,3324904;15,46435153
392,725273;15,46309999
393;15,46234164
393,3243947;15,4613698
393,7126674;15,46014358
394;15,45932988
394,3315798;15,4583316
394,7121453;15,45712825
395;15,78837732
395,0643188;15,64520368
395,1286375;15,56994587
395,2145266;15,52189501
395,3106989;15,50007467
395,4240622;15,49091974
395,5598223;15,48769242
395,7274858;15,48678361
395,9424362;15,48659931
396;15,48658235
396,2878189;15,4865729
396,726751;15,48662776
397;15,15453089
397,0631151;15,29560637
397,1262301;15,37057026
397,2119869;15,4194904
397,307705;15,4415237
397,4205284;15,45059506
397,5555269;15,4535251
397,722096;15,45397203
397,9353809;15,45352667
398;15,78541235
398,0644065;15,6420886
398,1288131;15,56681794
398,2147103;15,51884471
398,3109143;15,49705849
398,424315;15,48792093
398,560128;15,48470092
398,7278675;15,48379466
398,9429337;15,48361102
399;15,48359423
399,2853316;15,48358428
399,724686;15,48363735
400;15,48360284
400,3654116;15,48362458
400,7930704;15,48378682
401;15,48362619
401,2979497;15,48361364
401,6996346;15,48366201
402;15,48363797
402,3551302;15,48366137
402,741607;15,4837568
403;15,15159233
403,0649663;15,29559708
403,1299327;15,37071037
403,215892;15,41791073
403,3123084;15,43917893
403,4259617;15,44785948
403,5621314;15,45062233
403,730384;15,45100713
403,9462322;15,45053917
404;15,78245384
404,0663057;15,63615012
404,1326114;15,56075903
404,2187158;15,51450284
404,3156388;15,49347927
404,4298936;15,48472815
404,566914;15,4816702
404,7363914;15,48082004
404,9541081;15,4806509
405;15,81304052
405,0677887;15,66447738
405,1355774;15,58914895
405,2218236;15,54440444
405,3192899;15,52422685
405,4341856;15,51610129
405,5721154;15,51357607
405,7429039;15,51328177
405,962624;15,51378673
406;15,18148608
406,0695413;15,33289494
406,1390827;15,40843529
406,225524;15,451948
406,3236649;15,47175585
406,4393625;15,47989716
406,5784306;15,48270381
406,7508633;15,48347075
406,9731008;15,48362247
407;15,48363064
407,1344961;15,48365087
407,6034644;15,483601
408;15,48347513
408,339953;15,48344324
408,6184274;15,48358641
408,8964831;15,48364293
409;15,8160679
409,0604006;15,67925687
409,1208012;15,60455401
409,206246;15,5529567
409,3009317;15,52973153
409,4125247;15,52004872
409,5457932;15,51685699
409,7098814;15,51631473
409,9193998;15,5167293
410;15,51694791
410,4030008;15,51822088
410,7286762;15,51920203
411;15,18757829
411,06327;15,32923841
411,12654;15,40448588
411,212296;15,45356295
411,3080538;15,47584472
411,4209205;15,48523551
411,5559814;15,48856416
411,7226396;15,4895108
411,9360601;15,48970846
412;15,82213173
412,0645069;15,67869589
412,1290138;15,60353454
412,2149043;15,55587
412,3111275;15,53439173
412,4245473;15,52560612
412,5603883;15,52280044
412,7281677;15,52240253
412,943295;15,52286932
413;15,19062109
413,06576;15,33622588
413,13152;15,41166773
413,2175471;15,45845478
413,3142442;15,47971999
413,4282269;15,48859413
413,5648635;15,49170539
413,7337877;15,49257641
413,9506602;15,49275445
414;15,4927698
414,2466988;15,49279022
414,692853;15,49276454
415;15,49278028
415,3964678;15,49273574
415,7234824;15,49274372
416;15,82519173
416,0633486;15,68359945
416,1266973;15,60853753
416,212462;15,55979574
416,3082494;15,5378384
416,4211514;15,52880793
416,556262;15,52589743
416,7229917;15,52546052
416,9365209;15,52591311
417;15,19368312
417,0645844;15,33743791
417,1291688;15,41280149
417,2150677;15,46065612
417,3113202;15,48239551
417,4247746;15,49151009
417,5606647;15,49472227
417,7285147;15,49562826
417,9437494;15,49581532
418;15,8282359
418,0658414;15,68270414
418,1316828;15,60745804
418,2177188;15,56100575
418,3144468;15,54006727
418,4284661;15,53155642
418,5651546;15,52886787
418,7341534;15,52851335
418,9511399;15,52899604
419;15,52912949
419,2443006;15,52985212
419,6908954;15,53123581
420;15,19975864
420,0620493;15,33944792
420,1240987;15,41455934
420,2097224;15,46479954
420,305023;15,48759679
420,4173467;15,49725119
420,5516425;15,50069157
420,7172028;15,50167748
420,9289546;15,50188549
421;15,50190845
421,3552272;15,50190012
421,7831477;15,5017686
422;15,83431283
422,0649974;15,69010713
422,1299948;15,61491307
422,2159392;15,5676988
422,3123481;15,54642107
422,4259885;15,53773767
422,5621413;15,53497562
422,7303691;15,53459389
422,9461795;15,53506661
423;15,53521348
423,2691023;15,53601393
423,7112283;15,5373933
424;15,87099076
424,0625677;15,73067534
424,1251353;15,65579367
424,210795;15,6065191
424,3062683;15,58449317
424,4187928;15,5756204
424,5533727;15,57303848
424,7193402;15,57307431
424,9317108;15,57415869
425;15,24180414
425,0637771;15,38461601
425,1275542;15,46018265
425,2133475;15,5090877
425,3092772;15,53147279
425,4223444;15,54110961
425,557689;15,54480689
425,7247546;15,54624425
425,938795;15,54708502
426;15,54728939
426,3060252;15,54822546
426,7417685;15,54948065
427;15,21791902
427,063634;15,36018255
427,1272679;15,43547616
427,213061;15,48421782
427,3089528;15,5063515
427,4219784;15,51566668
427,5572633;15,51896339
427,7242434;15,51989886
427,9381536;15,52009359
428;15,52011323
428,3092321;15,52012367
428,7444925;15,52005884
429;15,52012364
429,3433194;15,52012144
429,7718447;15,52001205
430;15,85253173
430,0646868;15,70881394
430,1293737;15,6336406
430,215284;15,586142
430,3115755;15,56473766
430,4250763;15,55598975
430,5610318;15,55320017
430,7289759;15,55280823
430,944354;15,5532772
431;15,88617592
431,0659346;15,74052539
431,1318692;15,66538451
431,2178949;15,61922755
431,3146367;15,59859219
431,4286681;15,59043214
431,5653749;15,58815957
431,7343999;15,58831726
431,9514262;15,58945679
432;15,25698947
432,0672543;15,40527056
432,1345085;15,48105993
432,2206811;15,52682605
432,3179274;15,54781978
432,4325585;15,55675445
432,5701143;15,56016206
432,7403628;15,5615065
432,9592577;15,56233552
433;15,2300683
433,06883;15,38042607
433,1376599;15,45597707
433,2240203;15,50009385
433,3218851;15,52017157
433,4372541;15,52844779
433,5758556;15,53131019
433,7476139;15,532096
433,9688182;15,53225242
434;15,53226194
434,1559091;15,53228317
434,6201335;15,53224668
435;15,53218645
435,361966;15,532107
435,6691711;15,53217868
435,951639;15,53225565
436;15,53227581
436,241805;15,53230301
436,6626496;15,53228283
437;15,86468507
437,0619745;15,72531158
437,1239489;15,65040093
437,2095652;15,60035069
437,3048386;15,57781224
437,41713;15,56848353
437,5513804;15,5654448
437,7168755;15,56495998
437,9285284;15,56539523
438;15,56558955
438,3573582;15,56668627
438,7849526;15,56812274
439;15,56863104
439,3037139;15,56953972
439,7123003;15,57083042
440;14,90720087
440,0553163;15,16366168
440,1106327;15,31109145
440,1845493;15,41524992
440,2659969;15,46815498
440,359909;15,49360392
440,4694589;15,50427022
440,6001983;15,50790712
440,7605726;15,50861981
440,9645147;15,50826951
441;15,17646052
441,0699759;15,32781894
441,1399518;15,4027945
441,2264729;15,44535409
441,3248153;15,46436884
441,440759;15,47171164
441,580175;15,4736362
441,7531115;15,47334582
441,9761211;15,4721484
442;15,80373024
442,0726663;15,64779215
442,1453326;15,57227069
442,2321544;15,53110308
442,3315428;15,51216811
442,4487296;15,50425629
442,5899165;15,50126446
442,7654189;15,50005101
443;16,1636805
443,05658;15,90283596
443,11316;15,75477171
443,1871927;15,65310104
443,2690443;15,60141417
443,3634249;15,57666356
443,4736056;15,56634691
443,6052066;15,56286662
443,7668155;15,5622161
443,9726184;15,56259196
444;15,56266252
444,136908;15,56304825
444,5660838;15,56439195
444,9106164;15,56545167
445;15,2332798
445,0620385;15,37294947
445,124077;15,44805847
445,2096998;15,49830848
445,3049966;15,52111001
445,4173159;15,53076661
445,5516054;15,53420792
445,7171567;15,53519415
445,9288948;15,53540226
446;15,20336508
446,0633514;15,34483863
446,1267027;15,41983618
446,2124828;15,46853975
446,3082871;15,49047745
446,4212123;15,49949978
446,5563546;15,50240879
446,7231302;15,50284789
446,9367291;15,50239968
447;15,83428896
447,0646328;15,69060712
447,1292657;15,61531887
447,2151876;15,56755357
447,311477;15,54585963
447,4249791;15,53676896
447,5609354;15,53356868
447,7288809;15,53266928
447,944261;15,53248743
448;15,53247106
448,2786951;15,53245988
448,7191961;15,53250859
449;15,53247955
449,3715005;15,53250562
449,7979237;15,53268108
450;15,53250586
450,2937789;15,53249041
450,6897551;15,53253345
451;15,5325184
451,3593983;15,53254867
451,7374956;15,53263869
452;15,53253337
452,3037541;15,53251903
452,6840213;15,53256015
453;15,53254811
453,3508797;15,53257321
453,7148184;15,53263397
454;15,53256422
454,3108778;15,53255055
454,6739579;15,53258399
455;15,53258179
455,3452913;15,53260422
455,6930706;15,53263724
456;15,53260093
456,3161421;15,53258739
456,6597886;15,53260536
457;15,86502481
457,0637794;15,72269457
457,1275589;15,6475666
457,2133643;15,59921343
457,3093073;15,57742727
457,4223929;15,56848457
457,5577627;15,56561167
457,7248646;15,56518876
457,9389603;15,56564645
458;15,2334099
458,0649998;15,37782084
458,1299995;15,45321477
458,2159437;15,50068943
458,3123531;15,52226011
458,4259939;15,53128903
458,5621472;15,53446521
458,7303759;15,53535869
458,9461876;15,53554252
459;15,53555937
459,2690619;15,53557759
459,7111936;15,53554329
460;15,86797412
460,0625813;15,72761262
460,1251626;15,65262854
460,2108439;15,60315904
460,3063434;15,58087827
460,4189033;15,57168199
460,5535317;15,56870027
460,7195692;15,56823678
460,932046;15,56867973
461;15,56886464
461,3397698;15,56989876
461,7701031;15,57131253
462;15,2394981
462,0645926;15,38326398
462,1291852;15,4586272
462,2150852;15,50647375
462,311341;15,52820949
462,4247995;15,53732224
462,5606952;15,54053364
462,7285533;15,54143935
462,9438004;15,54162635
463;15,54164402
463,2809981;15,54166052
463,7210442;15,54161934
464;15,54165587
464,3694031;15,54163885
464,7962327;15,54147676
465;15,8740539
465,0653475;15,72930114
465,130695;15,65408627
465,2166778;15,60719079
465,3132195;15,58605508
465,4270177;15,57744396
465,5633934;15,57471273
465,731942;15,57434242
465,9482416;15,57481931
466;15,57496061
466,2587919;15,57572854
466,7027545;15,57710886
467;15,24558845
467,0623305;15,38573433
467,1246609;15,46087982
467,210315;15,51084993
467,3057206;15,53352754
467,418169;15,54312067
467,5526404;15,54653503
467,7184526;15,54751177
467,930587;15,54771736
468;15,54773971
468,3470648;15,54773576
468,7762525;15,54761907
469;15,54774375
469,3114308;15,54775525
469,7272048;15,54769707
470;15,54775347
470,3419493;15,54775051
470,7498592;15,54765999
471;15,54776058
471,3160169;15,54777123
471,7209443;15,54771426
472;15,54776937
472,3382416;15,54776796
472,7350824;15,54769197
473;15,88017961
473,0645164;15,73673524
473,1290327;15,66157655
473,214925;15,61392258
473,3111526;15,59244921
473,4245777;15,58366608
473,5604262;15,58086146
473,7282165;15,58046394
473,9433602;15,58093088
474;15,58108536
474,2831988;15,58193078
474,7228664;15,58331098
475;15,25171288
475,062969;15,39288992
475,125938;15,46810671
475,2116613;15,51746824
475,3073061;15,53987615
475,4200386;15,54933134
475,5549102;15,55268724
475,7212967;15,55364343
475,934304;15,5538436
476;15,55386461
476,32848;15,55386881
476,760611;15,55378084
477;15,88627554
477,0642822;15,74319642
477,1285644;15,66805289
477,2144305;15,62018142
477,3105691;15,59861111
477,4238884;15,58977853
477,5595875;15,58695278
477,7271629;15,5865474
477,9419795;15,58701147
478;15,25476679
478,0655262;15,4000054
478,1310524;15,47543356
478,217054;15,52243101
478,3136625;15,5437897
478,42754;15,55271117
478,5640277;15,55584226
478,7327377;15,55672013
478,9492834;15,55689993
479;15,55691574
479,2535832;15,55693561
479,6984828;15,55690782
480;15,55692689
480,3921069;15,55688867
480,7255007;15,55688875
481;15,22487507
481,0633738;15,3663857
481,1267476;15,44138602
481,21253;15,49006887
481,3083425;15,5119974
481,4212776;15,52101502
481,5564337;15,52392202
481,7232291;15,52436037
481,9368583;15,52391189
482;15,85580152
482,0646547;15,7120852
482,1293093;15,6367953
482,2152336;15,58904999
482,3115313;15,56736493
482,4250432;15,55827877
482,5610132;15,55508038
482,7289786;15,55418164
