0.000000000000000000e+00,3.794458210468292236e-01,2.000000000000000000e+01,0.000000000000000000e+00
1.045206546783447266e+00,3.794458210468292236e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.106013536453247070e+00,3.794458210468292236e-01,1.924110835790642682e+00,0.000000000000000000e+00
3.135620117187500000e+00,8.361479043960571289e-01,2.021413338184373742e+00,0.000000000000000000e+00
4.196426868438720703e+00,8.361479043960571289e-01,5.224290007352848875e+00,1.560020446777343750e-02
5.257233858108520508e+00,1.158519864082336426e+00,5.767572587728523104e+00,0.000000000000000000e+00
6.286840438842773438e+00,1.109326839447021484e+00,8.699756592512152054e+00,1.560020446777343750e-02
7.332046985626220703e+00,1.109326839447021484e+00,1.033031215071680720e+01,0.000000000000000000e+00
8.348053693771362305e+00,1.084675669670104980e+00,1.220705146193507318e+01,1.559996604919433594e-02
9.424460649490356445e+00,1.084675669670104980e+00,1.391616281867030125e+01,1.559996604919433594e-02
1.048626756668090820e+01,1.010502934455871582e+00,1.599591862559321243e+01,0.000000000000000000e+00
1.153147435188293457e+01,1.010502934455871582e+00,1.757129983305934218e+01,1.560020446777343750e-02
1.260788106918334961e+01,1.010502934455871582e+00,1.936919924616817212e+01,1.559996604919433594e-02
1.369988822937011719e+01,1.450634837150573730e+00,1.940657104849819348e+01,3.120017051696777344e-02
1.474509477615356445e+01,1.450634837150573730e+00,2.000000000000000000e+01,0.000000000000000000e+00
1.577470135688781738e+01,2.250554084777832031e+00,1.851019604206085489e+01,0.000000000000000000e+00
1.681990814208984375e+01,2.250554084777832031e+00,2.000000000000000000e+01,0.000000000000000000e+00
1.789631485939025879e+01,2.813385486602783203e+00,1.929856357574463033e+01,0.000000000000000000e+00
1.892592167854309082e+01,3.650421857833862305e+00,1.907623519897461506e+01,0.000000000000000000e+00
1.998672819137573242e+01,3.650421857833862305e+00,2.000000000000000000e+01,0.000000000000000000e+00
2.101633501052856445e+01,4.181885242462158203e+00,1.914406208992004821e+01,0.000000000000000000e+00
2.209274196624755859e+01,4.181885242462158203e+00,2.000000000000000000e+01,1.559996604919433594e-02
2.313794851303100586e+01,4.750773429870605469e+00,1.888807020187378072e+01,0.000000000000000000e+00
2.416755509376525879e+01,5.129000186920166016e+00,2.000000000000000000e+01,0.000000000000000000e+00
2.521276187896728516e+01,5.129000186920166016e+00,2.000000000000000000e+01,0.000000000000000000e+00
2.624236869812011719e+01,5.729009628295898438e+00,1.857416219711303995e+01,1.560020446777343750e-02
2.731877541542053223e+01,5.729009628295898438e+00,2.000000000000000000e+01,1.560020446777343750e-02
2.837958240509033203e+01,6.095886230468750000e+00,1.938669166564941548e+01,0.000000000000000000e+00
2.945798921585083008e+01,6.600831031799316406e+00,1.924836502075195455e+01,1.559972763061523438e-02
3.053439617156982422e+01,6.600831031799316406e+00,2.000000000000000000e+01,1.560020446777343750e-02
3.161080312728881836e+01,7.021085739135742188e+00,1.899881496429443573e+01,0.000000000000000000e+00
3.265600991249084473e+01,7.021085739135742188e+00,2.000000000000000000e+01,0.000000000000000000e+00
3.368561649322509766e+01,7.333932399749755859e+00,1.934439620971679830e+01,1.560020446777343750e-02
3.480882358551025391e+01,7.742617130279541016e+00,1.918141078948974965e+01,3.120040893554687500e-02
3.586963033676147461e+01,7.742617130279541016e+00,2.000000000000000000e+01,1.559996604919433594e-02
3.694603729248046875e+01,8.006765365600585938e+00,1.939488363265991211e+01,1.559996604919433594e-02
3.799124407768249512e+01,8.006765365600585938e+00,2.000000000000000000e+01,0.000000000000000000e+00
3.903645062446594238e+01,8.419145584106445312e+00,1.874912605285644673e+01,1.559996604919433594e-02
4.008365750312805176e+01,8.419145584106445312e+00,2.000000000000000000e+01,0.000000000000000000e+00
4.114446449279785156e+01,8.816242218017578125e+00,1.872778434753418253e+01,0.000000000000000000e+00
4.217407107353210449e+01,9.107993125915527344e+00,1.898882217407226847e+01,0.000000000000000000e+00
4.325047779083251953e+01,9.107993125915527344e+00,2.000000000000000000e+01,0.000000000000000000e+00
4.428008460998535156e+01,9.430281639099121094e+00,1.888924732208251811e+01,1.560020446777343750e-02
4.535649132728576660e+01,9.430281639099121094e+00,1.997005653381347656e+01,0.000000000000000000e+00
4.640169811248779297e+01,9.644175529479980469e+00,1.922842464447021626e+01,1.559996604919433594e-02
4.744690489768981934e+01,9.644175529479980469e+00,1.994127120971679901e+01,1.560020446777343750e-02
4.850771164894104004e+01,1.001203441619873047e+01,1.854100055694580362e+01,0.000000000000000000e+00
4.953731822967529297e+01,1.020357608795166016e+01,1.887600364685058807e+01,0.000000000000000000e+00
5.058252501487731934e+01,1.020357608795166016e+01,1.940991344451904510e+01,0.000000000000000000e+00
5.164333176612854004e+01,1.050854587554931641e+01,1.814931907653808807e+01,0.000000000000000000e+00
5.267293834686279297e+01,1.065833091735839844e+01,1.836337909698486470e+01,1.560020446777343750e-02
5.371814513206481934e+01,1.065833091735839844e+01,1.868106803894043111e+01,0.000000000000000000e+00
5.474775147438049316e+01,1.094179153442382812e+01,1.741555938720703267e+01,0.000000000000000000e+00
5.580855846405029297e+01,1.094179153442382812e+01,1.807758293151855611e+01,0.000000000000000000e+00
5.683816504478454590e+01,1.110921859741210938e+01,1.721951637268066548e+01,0.000000000000000000e+00
5.786777138710021973e+01,1.134064102172851562e+01,1.657426414489746236e+01,1.559972763061523438e-02
5.894417858123779297e+01,1.134064102172851562e+01,1.700040321350097727e+01,0.000000000000000000e+00
5.999138545989990234e+01,1.147146987915039062e+01,1.620895957946777344e+01,1.560020446777343750e-02
6.102099204063415527e+01,1.147146987915039062e+01,1.630715217590331889e+01,0.000000000000000000e+00
6.206619858741760254e+01,1.160137462615966797e+01,1.549323921203613175e+01,1.559972763061523438e-02
6.314260554313659668e+01,1.160137462615966797e+01,1.556267852783203054e+01,0.000000000000000000e+00
6.418781208992004395e+01,1.173043441772460938e+01,1.472616443634033168e+01,0.000000000000000000e+00
6.521741890907287598e+01,1.179467296600341797e+01,1.451030273437499929e+01,0.000000000000000000e+00
6.632502579689025879e+01,1.179467296600341797e+01,1.434408378601074041e+01,0.000000000000000000e+00
6.737023258209228516e+01,1.185873031616210938e+01,1.372891979217529013e+01,1.560020446777343750e-02
6.843103957176208496e+01,1.185873031616210938e+01,1.354934577941894247e+01,0.000000000000000000e+00
6.947624611854553223e+01,1.185873031616210938e+01,1.317759971618652060e+01,1.559972763061523438e-02
7.053705310821533203e+01,1.185873031616210938e+01,1.280585365295409872e+01,1.560020446777343750e-02
7.158425998687744141e+01,1.181604480743408203e+01,1.260484962463378622e+01,1.560020446777343750e-02
7.267626690864562988e+01,1.168750286102294922e+01,1.262775192260741797e+01,1.560020446777343750e-02
7.378387379646301270e+01,1.168750286102294922e+01,1.190462551116942969e+01,3.120040893554687500e-02
7.482908058166503906e+01,1.155817127227783203e+01,1.208445129394530859e+01,0.000000000000000000e+00
7.587428736686706543e+01,1.155817127227783203e+01,1.138482227325438956e+01,0.000000000000000000e+00
7.691949391365051270e+01,1.132969379425048828e+01,1.198709793090819709e+01,3.119993209838867188e-02
7.801150107383728027e+01,1.113140392303466797e+01,1.182888622283934943e+01,3.120040893554687500e-02
7.908790802955627441e+01,1.113140392303466797e+01,1.100773582458495525e+01,3.120017051696777344e-02
8.014871478080749512e+01,1.084040832519531250e+01,1.194543743133544211e+01,0.000000000000000000e+00
8.119392156600952148e+01,1.084040832519531250e+01,1.090436897277831285e+01,0.000000000000000000e+00
8.223912811279296875e+01,1.054326438903808594e+01,1.192486305236815625e+01,3.120017051696777344e-02
8.331553506851196289e+01,1.054326438903808594e+01,1.092477836608885866e+01,1.560020446777343750e-02
8.437634181976318359e+01,1.034526157379150391e+01,1.160813674926756889e+01,1.559996604919433594e-02
8.545274877548217773e+01,1.004818439483642578e+01,1.213338470458983487e+01,1.560020446777343750e-02
8.649795532226562500e+01,1.004818439483642578e+01,1.123251628875731534e+01,0.000000000000000000e+00
8.752756214141845703e+01,9.829580307006835938e+00,1.209729576110838956e+01,1.560020446777343750e-02
8.860396909713745117e+01,9.829580307006835938e+00,1.147556743621825248e+01,1.559996604919433594e-02
8.969597601890563965e+01,9.506243705749511719e+00,1.280299777984618181e+01,1.559996604919433594e-02
